var1,var2,MI,MI_norm,r2,gap_MI_r2
pct_bac_plus,pct_etudiants,0.1069,0.0297,0.1618,-0.1321
pct_sup5,pct_voiture_2plus,0.1276,0.0354,0.1676,-0.1322
pct_csp_plus,pct_studios,0.1763,0.0489,0.1813,-0.1323
pct_chomage,pct_cdi,0.1559,0.0433,0.1765,-0.1332
DISP_PCHO21,nb_pieces_moyen,0.1787,0.0496,0.183,-0.1335
DISP_PTSA21,pct_sans_diplome,0.1143,0.0317,0.1653,-0.1336
pct_csp_plus,pct_appart,0.1385,0.0384,0.1726,-0.1342
pct_csp_sans_emploi,pct_grands_logements,0.1351,0.0375,0.172,-0.1345
surface_moyenne,bpe_D_sante_pour1000,0.1585,0.044,0.179,-0.135
pct_0_19,DISP_PPFAM21,0.1214,0.0337,0.1688,-0.1351
pct_locataires,pct_logements_anciens,0.1854,0.0515,0.1868,-0.1354
pct_etrangers,pct_studios,0.2038,0.0565,0.1926,-0.1361
pct_appart,bpe_D_sante_pour1000,0.2107,0.0585,0.1957,-0.1372
pct_actifs_marche,pct_petits_logements,0.2178,0.0604,0.1976,-0.1372
pct_bac_plus,pct_actifs_velo,0.099,0.0275,0.1648,-0.1373
pct_chomage,pct_appart,0.1016,0.0282,0.1658,-0.1376
pct_capbep,pct_etudiants,0.1395,0.0387,0.177,-0.1383
pct_etrangers,DISP_RD21,0.2416,0.067,0.2058,-0.1387
age_moyen,pct_etudiants,0.1131,0.0314,0.1709,-0.1395
pct_csp_plus,pct_actifs_voiture,0.1104,0.0306,0.1705,-0.1399
pct_maison,bpe_D_sante_pour1000,0.2014,0.0559,0.1959,-0.14
DISP_PCHO21,pct_sans_diplome,0.1082,0.03,0.1701,-0.1401
pct_bac_plus,pct_actifs_voiture,0.1064,0.0295,0.1708,-0.1413
pct_chomage,pct_maison,0.0985,0.0273,0.1687,-0.1413
nb_pieces_moyen,bpe_D_sante_pour1000,0.1667,0.0463,0.1881,-0.1418
pct_voiture_0,pct_suroccupation,0.2459,0.0682,0.2101,-0.1419
DISP_S80S2021,pct_sup5,0.0989,0.0274,0.1698,-0.1423
pct_voiture_2plus,bpe_D_sante_pour1000,0.1733,0.0481,0.1905,-0.1424
pct_bac_plus,pct_appart,0.1016,0.0282,0.1707,-0.1425
pct_inactif,pct_etudiants,0.1087,0.0302,0.1729,-0.1427
pct_actifs_marche,pct_proprietaires,0.2183,0.0606,0.2033,-0.1427
pct_actifs_voiture,pct_actifs_marche,0.1644,0.0456,0.1888,-0.1432
DISP_RD21,DISP_PPAT21,0.218,0.0605,0.2037,-0.1432
pct_bac_plus,pct_maison,0.095,0.0264,0.1696,-0.1433
pct_sup5,pct_chauffage_autre,0.1902,0.0528,0.1965,-0.1437
pct_petits_logements,pct_chauffage_autre,0.3438,0.0954,0.2394,-0.144
pct_csp_sans_emploi,DISP_PPFAM21,0.1507,0.0418,0.1859,-0.144
pct_actifs_marche,pct_logements_5p_plus,0.1681,0.0467,0.1911,-0.1445
pct_etrangers,pct_capbep,0.137,0.038,0.1825,-0.1445
pct_etudiants,pct_chauffage_autre,0.2102,0.0583,0.203,-0.1447
pct_csp_intermediaire,pct_sans_diplome,0.1423,0.0395,0.1842,-0.1447
pct_grands_logements,pct_studios,0.256,0.0711,0.2161,-0.1451
pct_csp_intermediaire,DISP_PTSA21,0.2203,0.0611,0.2068,-0.1457
DISP_RD21,pct_chauffage_autre,0.4358,0.1209,0.2667,-0.1458
pct_sup5,surface_moyenne,0.1018,0.0283,0.1745,-0.1463
DISP_TP6021,bpe_educ_prioritaire_pour1000,0.0687,0.0191,0.1656,-0.1466
pct_immigres,DISP_PPSOC21,0.1389,0.0385,0.1854,-0.1468
pct_csp_plus,pct_petits_logements,0.1796,0.0498,0.1971,-0.1473
DISP_TP6021,nb_pieces_moyen,0.1545,0.0429,0.1907,-0.1478
DISP_PPMINI21,pct_voiture_0,0.2167,0.0601,0.2089,-0.1487
pct_actifs_velo,surface_moyenne,0.1887,0.0524,0.2011,-0.1487
pct_actifs_marche,pct_appart,0.2243,0.0622,0.2113,-0.1491
pct_etrangers,bpe_E_transports_pour1000,0.1188,0.033,0.1821,-0.1491
DISP_MED21,pct_chomage,0.3103,0.0861,0.236,-0.1499
pct_csp_sans_emploi,pct_logements_5p_plus,0.1205,0.0334,0.1834,-0.1499
pct_actifs_marche,pct_voiture_0,0.2289,0.0635,0.2139,-0.1503
pct_actifs_marche,pct_maison,0.2185,0.0606,0.211,-0.1504
DISP_PCHO21,surface_moyenne,0.1916,0.0532,0.2037,-0.1506
pct_hlm,bpe_educ_prioritaire_pour1000,0.0572,0.0159,0.167,-0.1511
DISP_PPFAM21,pct_bac_plus,0.297,0.0824,0.2335,-0.1511
pct_sans_diplome,pct_inactif,0.1199,0.0333,0.1845,-0.1512
DISP_GI21,surface_moyenne,0.1343,0.0373,0.1886,-0.1513
DISP_PPSOC21,pct_cdi,0.1893,0.0525,0.2043,-0.1518
pct_actifs_voiture,pct_actifs_velo,0.1529,0.0424,0.1951,-0.1527
pct_etudiants,pct_voiture_0,0.1106,0.0307,0.1835,-0.1528
pct_actifs_marche,surface_moyenne,0.197,0.0547,0.2083,-0.1537
pct_chomage,nb_pieces_moyen,0.1314,0.0365,0.1904,-0.1539
DISP_TP6021,pct_grands_logements,0.2472,0.0686,0.2233,-0.1547
DISP_PPLOGT21,bpe_educ_prioritaire_pour1000,0.0672,0.0187,0.1736,-0.1549
DISP_PPMINI21,bpe_educ_prioritaire_pour1000,0.0655,0.0182,0.1735,-0.1553
pct_etrangers,pct_grands_logements,0.223,0.0619,0.2173,-0.1554
DISP_S80S2021,DISP_PIMPOT21,0.1028,0.0285,0.1841,-0.1556
pct_csp_sans_emploi,nb_pieces_moyen,0.1316,0.0365,0.1925,-0.1559
pct_actifs_marche,nb_pieces_moyen,0.1776,0.0493,0.2057,-0.1564
pct_immigres,pct_chauffage_autre,0.266,0.0738,0.2304,-0.1566
pct_actifs_velo,nb_pieces_moyen,0.1901,0.0528,0.2097,-0.1569
pct_actifs_velo,pct_petits_logements,0.1905,0.0529,0.2099,-0.157
DISP_PPMINI21,pct_cdi,0.2235,0.062,0.219,-0.157
pct_hlm,pct_chauffage_autre,0.3239,0.0899,0.247,-0.1571
pct_csp_intermediaire,DISP_PACT21,0.2256,0.0626,0.2197,-0.1571
DISP_PCHO21,pct_logements_5p_plus,0.2055,0.057,0.2151,-0.1581
DISP_PPFAM21,bpe_educ_prioritaire_pour1000,0.0654,0.0181,0.1765,-0.1584
DISP_PACT21,pct_capbep,0.183,0.0508,0.2099,-0.1591
pct_sup5,pct_etudiants,0.1031,0.0286,0.1878,-0.1592
DISP_PPMINI21,pct_logements_5p_plus,0.1527,0.0424,0.2025,-0.1601
pct_etudiants,pct_proprietaires,0.1019,0.0283,0.1884,-0.1601
pct_capbep,pct_locataires,0.133,0.0369,0.1971,-0.1601
pct_chauffage_gaz_ville,pct_chauffage_gaz_bouteille,0.4487,0.1245,0.2848,-0.1603
pct_actifs_marche,pct_garage,0.1647,0.0457,0.206,-0.1603
pct_capbep,pct_chauffage_gaz_ville,0.1464,0.0406,0.201,-0.1604
pct_csp_ouvrier,pct_sup5,0.281,0.078,0.2388,-0.1608
pct_actifs_transports,pct_hlm,0.1983,0.055,0.2158,-0.1608
pct_actifs_velo,pct_maison,0.2205,0.0612,0.2224,-0.1612
DISP_PPSOC21,bpe_educ_prioritaire_pour1000,0.0569,0.0158,0.1771,-0.1613
pct_actifs_velo,pct_appart,0.2242,0.0622,0.2236,-0.1614
DISP_RD21,pct_locataires,0.2887,0.0801,0.2418,-0.1617
DISP_PPMINI21,surface_moyenne,0.1831,0.0508,0.2135,-0.1627
pct_immigres,pct_studios,0.1994,0.0553,0.2181,-0.1628
pct_actifs_velo,pct_voiture_0,0.1938,0.0538,0.2165,-0.1628
pct_voiture_2plus,pct_chauffage_fioul,0.2485,0.069,0.2328,-0.1638
DISP_PCHO21,pct_voiture_2plus,0.1964,0.0545,0.2188,-0.1643
DISP_GI21,pct_actifs_transports,0.1242,0.0345,0.1989,-0.1644
pct_etudiants,pct_appart,0.1337,0.0371,0.2023,-0.1652
DISP_PPLOGT21,nb_pieces_moyen,0.1534,0.0426,0.2083,-0.1657
pct_csp_sans_emploi,pct_hlm,0.2367,0.0657,0.2315,-0.1658
DISP_PCHO21,pct_hlm,0.205,0.0569,0.2227,-0.1658
pct_etudiants,pct_locataires,0.1123,0.0312,0.1978,-0.1667
pct_chauffage_fioul,pct_chauffage_autre,0.39,0.1082,0.2752,-0.1669
DISP_GI21,pct_logements_5p_plus,0.1342,0.0372,0.2044,-0.1671
DISP_PPLOGT21,pct_maison,0.175,0.0486,0.216,-0.1675
pct_actifs_velo,pct_voiture_2plus,0.2029,0.0563,0.2238,-0.1675
DISP_PPLOGT21,pct_appart,0.1692,0.047,0.2145,-0.1676
pct_chomage,pct_voiture_0,0.1848,0.0513,0.22,-0.1687
pct_immigres,pct_chomage,0.1098,0.0305,0.1994,-0.1689
DISP_MED21,DISP_PTSA21,0.2139,0.0594,0.2285,-0.1691
DISP_PACT21,pct_sans_diplome,0.1557,0.0432,0.2126,-0.1694
DISP_MED21,DISP_PPSOC21,1.4065,0.3903,0.56,-0.1697
pct_etrangers,pct_chomage,0.1181,0.0328,0.2029,-0.1701
DISP_PPLOGT21,pct_grands_logements,0.2594,0.072,0.2421,-0.1701
pct_etudiants,pct_maison,0.1255,0.0348,0.205,-0.1701
pct_actifs_voiture,pct_chauffage_gaz_ville,0.1587,0.0441,0.2144,-0.1703
DISP_MED21,DISP_TP6021,1.2461,0.3458,0.5161,-0.1703
pct_immigres,DISP_PPMINI21,0.1389,0.0386,0.2095,-0.1709
pct_etrangers,pct_petits_logements,0.2033,0.0564,0.2274,-0.171
pct_etrangers,DISP_PPSOC21,0.149,0.0414,0.2129,-0.1715
pct_capbep,pct_proprietaires,0.1303,0.0362,0.2079,-0.1717
pct_csp_sans_emploi,pct_garage,0.1339,0.0372,0.2089,-0.1717
DISP_RD21,pct_proprietaires,0.3039,0.0843,0.2562,-0.1718
pct_actifs_voiture,pct_grands_logements,0.188,0.0522,0.2241,-0.1719
DISP_RD21,pct_garage,0.1453,0.0403,0.2125,-0.1721
DISP_PPLOGT21,pct_cdi,0.2223,0.0617,0.2342,-0.1725
DISP_PCHO21,pct_voiture_0,0.1901,0.0527,0.2253,-0.1726
pct_csp_sans_emploi,pct_appart,0.1717,0.0477,0.2204,-0.1728
DISP_PPMINI21,pct_grands_logements,0.1782,0.0495,0.2227,-0.1732
pct_actifs_transports,pct_chauffage_autre,0.4653,0.1291,0.3031,-0.1739
pct_immigres,DISP_RD21,0.2616,0.0726,0.2467,-0.1741
pct_bac_plus,pct_studios,0.1177,0.0327,0.2074,-0.1748
pct_petits_logements,pct_suroccupation,0.3176,0.0881,0.2631,-0.175
pct_csp_sans_emploi,pct_voiture_0,0.1869,0.0519,0.2305,-0.1786
DISP_GI21,pct_voiture_2plus,0.1424,0.0395,0.2186,-0.1791
DISP_TP6021,pct_cdi,0.2145,0.0595,0.2397,-0.1801
pct_csp_sans_emploi,pct_maison,0.1594,0.0442,0.2247,-0.1805
DISP_GI21,pct_actifs_voiture,0.1261,0.035,0.2156,-0.1806
pct_csp_sans_emploi,pct_voiture_2plus,0.1387,0.0385,0.2192,-0.1807
pct_csp_ouvrier,pct_capbep,0.2169,0.0602,0.241,-0.1808
pct_immigres,pct_capbep,0.1573,0.0437,0.2247,-0.1811
pct_capbep,pct_chauffage_autre,0.2482,0.0689,0.2502,-0.1813
pct_bac_plus,pct_petits_logements,0.1106,0.0307,0.2122,-0.1815
pct_sup5,nb_pieces_moyen,0.1268,0.0352,0.2169,-0.1817
DISP_TP6021,pct_logements_5p_plus,0.1865,0.0518,0.2336,-0.1818
pct_chomage,pct_logements_5p_plus,0.1481,0.0411,0.2236,-0.1825
pct_hlm,nb_pieces_moyen,0.2725,0.0756,0.2588,-0.1832
DISP_TP6021,surface_moyenne,0.1952,0.0542,0.2378,-0.1837
pct_chauffage_gaz_ville,pct_garage,0.1948,0.0541,0.2379,-0.1839
DISP_PPSOC21,DISP_PIMPOT21,0.7117,0.1975,0.382,-0.1845
pct_csp_sans_emploi,surface_moyenne,0.1511,0.0419,0.2281,-0.1862
pct_csp_sans_emploi,DISP_PPSOC21,0.1572,0.0436,0.2306,-0.187
pct_sup5,pct_actifs_velo,0.1464,0.0406,0.2278,-0.1871
pct_immigres,pct_grands_logements,0.2339,0.0649,0.2526,-0.1876
DISP_PTSA21,DISP_PIMPOT21,0.1899,0.0527,0.2405,-0.1878
pct_csp_ouvrier,pct_bac_plus,0.2723,0.0756,0.265,-0.1894
DISP_TP6021,pct_voiture_0,0.2235,0.062,0.2518,-0.1898
pct_etrangers,pct_chauffage_gaz_ville,0.1852,0.0514,0.2418,-0.1904
DISP_PPMINI21,pct_voiture_2plus,0.2377,0.066,0.2573,-0.1914
pct_sans_diplome,pct_chomage,0.1385,0.0384,0.2305,-0.1921
pct_capbep,pct_logements_5p_plus,0.16,0.0444,0.2366,-0.1922
DISP_PPLOGT21,pct_logements_5p_plus,0.1889,0.0524,0.2449,-0.1925
pct_etrangers,DISP_PPMINI21,0.1452,0.0403,0.2328,-0.1925
pct_suroccupation,pct_studios,0.3657,0.1015,0.2945,-0.193
pct_etrangers,pct_csp_sans_emploi,0.1887,0.0524,0.2456,-0.1932
pct_chomage,surface_moyenne,0.1641,0.0455,0.2389,-0.1934
pct_chomage,pct_grands_logements,0.1678,0.0466,0.2405,-0.194
pct_csp_sans_emploi,DISP_TP6021,0.2078,0.0577,0.2518,-0.1941
pct_etrangers,pct_actifs_voiture,0.1702,0.0472,0.2414,-0.1942
pct_immigres,bpe_E_transports_pour1000,0.1408,0.0391,0.2333,-0.1942
pct_voiture_0,pct_chauffage_autre,0.3849,0.1068,0.3012,-0.1943
DISP_GI21,nb_pieces_moyen,0.1571,0.0436,0.2381,-0.1945
pct_actifs_marche,pct_voiture_2plus,0.2237,0.0621,0.258,-0.196
pct_actifs_transports,pct_grands_logements,0.2772,0.0769,0.273,-0.1961
pct_sup5,pct_sans_diplome,0.2625,0.0728,0.2693,-0.1965
bpe_A_services_pour1000,bpe_B_commerces_pour1000,0.2857,0.0793,0.2763,-0.197
DISP_PCHO21,pct_locataires,0.2015,0.0559,0.2534,-0.1975
DISP_PPLOGT21,pct_voiture_0,0.2452,0.068,0.2658,-0.1978
pct_immigres,pct_petits_logements,0.2005,0.0556,0.2539,-0.1983
DISP_MED21,DISP_PCHO21,0.4739,0.1315,0.3303,-0.1988
pct_grands_logements,pct_chauffage_fioul,0.2758,0.0765,0.2756,-0.199
pct_csp_plus,pct_sans_diplome,0.2357,0.0654,0.2655,-0.2001
pct_bac_plus,pct_actifs_transports,0.1476,0.041,0.2433,-0.2024
pct_chomage,pct_inactif,0.1729,0.048,0.2507,-0.2028
DISP_PPSOC21,pct_inactif,0.1445,0.0401,0.2433,-0.2032
DISP_PPSOC21,pct_garage,0.1688,0.0468,0.2501,-0.2033
pct_csp_sans_emploi,DISP_PPMINI21,0.1608,0.0446,0.2495,-0.2049
DISP_PPLOGT21,pct_sans_diplome,0.2024,0.0562,0.2614,-0.2053
DISP_PPLOGT21,surface_moyenne,0.2019,0.056,0.2616,-0.2056
pct_hlm,pct_voiture_0,0.3005,0.0834,0.29,-0.2066
pct_immigres,pct_csp_sans_emploi,0.1644,0.0456,0.2524,-0.2068
pct_petits_logements,pct_grands_logements,0.3341,0.0927,0.3002,-0.2075
DISP_PCHO21,pct_proprietaires,0.192,0.0533,0.2614,-0.2081
pct_csp_sans_emploi,pct_chomage,0.1474,0.0409,0.2494,-0.2085
DISP_RD21,pct_logements_5p_plus,0.2972,0.0825,0.2911,-0.2086
pct_capbep,surface_moyenne,0.1731,0.048,0.2575,-0.2094
DISP_PTSA21,pct_actifs_transports,0.2277,0.0632,0.2735,-0.2103
DISP_GI21,pct_voiture_0,0.1245,0.0346,0.2448,-0.2103
DISP_PACT21,pct_actifs_transports,0.2379,0.066,0.277,-0.211
pct_capbep,pct_voiture_2plus,0.1726,0.0479,0.2591,-0.2112
DISP_TP6021,pct_inactif,0.1687,0.0468,0.2609,-0.2141
pct_etudiants,pct_petits_logements,0.1382,0.0383,0.2525,-0.2142
pct_immigres,DISP_PPLOGT21,0.1552,0.0431,0.2593,-0.2162
pct_voiture_2plus,pct_chauffage_autre,0.4245,0.1178,0.3342,-0.2164
pct_actifs_transports,bpe_E_transports_pour1000,0.2117,0.0587,0.2752,-0.2165
pct_capbep,nb_pieces_moyen,0.2031,0.0564,0.2734,-0.217
DISP_PPMINI21,pct_inactif,0.1782,0.0494,0.2673,-0.2179
DISP_PTSA21,pct_sup5,0.1625,0.0451,0.2638,-0.2187
pct_capbep,pct_studios,0.1974,0.0548,0.2754,-0.2206
pct_grands_logements,pct_chauffage_autre,0.368,0.1021,0.3232,-0.221
pct_immigres,DISP_PCHO21,0.196,0.0544,0.2755,-0.2211
bpe_total_pour1000,bpe_G_tourisme_pour1000,0.1332,0.037,0.2586,-0.2216
DISP_TP6021,pct_voiture_2plus,0.2597,0.0721,0.2939,-0.2219
DISP_GI21,pct_appart,0.1724,0.0478,0.2703,-0.2225
DISP_GI21,pct_maison,0.1815,0.0504,0.273,-0.2226
DISP_GI21,pct_studios,0.18,0.0499,0.2732,-0.2232
pct_hlm,pct_grands_logements,0.3552,0.0986,0.3227,-0.2241
pct_csp_sans_emploi,pct_etudiants,0.1916,0.0532,0.2776,-0.2244
DISP_PPSOC21,pct_locataires,0.1584,0.0439,0.2686,-0.2246
DISP_RD21,surface_moyenne,0.3044,0.0845,0.3093,-0.2248
pct_proprietaires,pct_chauffage_fioul,0.2819,0.0782,0.3037,-0.2254
pct_appart,pct_chauffage_fioul,0.2856,0.0793,0.3049,-0.2256
pct_chomage,pct_voiture_2plus,0.1953,0.0542,0.2798,-0.2257
pct_csp_retraite,DISP_PACT21,0.2649,0.0735,0.2995,-0.226
DISP_PPLOGT21,pct_inactif,0.1618,0.0449,0.2718,-0.2269
DISP_PPSOC21,pct_proprietaires,0.1393,0.0387,0.2665,-0.2278
DISP_PCHO21,pct_garage,0.1552,0.0431,0.2711,-0.228
pct_locataires,pct_chauffage_fioul,0.2849,0.0791,0.3074,-0.2284
pct_maison,pct_chauffage_fioul,0.2816,0.0781,0.3066,-0.2284
DISP_MED21,DISP_PACT21,0.3642,0.1011,0.33,-0.2289
DISP_PPLOGT21,pct_voiture_2plus,0.2737,0.076,0.305,-0.2291
pct_hlm,pct_logements_5p_plus,0.2615,0.0726,0.3018,-0.2292
pct_hlm,pct_garage,0.1881,0.0522,0.2816,-0.2294
DISP_RD21,pct_voiture_2plus,0.3068,0.0852,0.316,-0.2308
pct_logements_anciens,pct_chauffage_gaz_ville,0.3266,0.0906,0.3216,-0.2309
bpe_total_pour1000,bpe_D_sante_pour1000,0.2807,0.0779,0.3088,-0.2309
pct_etrangers,DISP_PCHO21,0.2181,0.0605,0.2918,-0.2313
pct_sup5,pct_voiture_0,0.0977,0.0271,0.2586,-0.2315
pct_hlm,surface_moyenne,0.3259,0.0904,0.3223,-0.2318
pct_immigres,pct_actifs_voiture,0.184,0.0511,0.2833,-0.2322
pct_etrangers,pct_garage,0.155,0.043,0.2774,-0.2344
pct_0_19,pct_csp_retraite,0.2335,0.0648,0.2993,-0.2345
DISP_GI21,DISP_S80S2021,0.7682,0.2132,0.448,-0.2348
DISP_PPMINI21,pct_sans_diplome,0.237,0.0658,0.3008,-0.235
pct_etrangers,DISP_PPLOGT21,0.171,0.0474,0.2834,-0.236
DISP_MED21,DISP_PPAT21,0.2902,0.0805,0.3176,-0.237
pct_csp_plus,DISP_GI21,0.1376,0.0382,0.2755,-0.2373
pct_csp_sans_emploi,DISP_PPLOGT21,0.1854,0.0515,0.289,-0.2375
pct_garage,pct_studios,0.2012,0.0558,0.2934,-0.2375
DISP_PPFAM21,DISP_PIMPOT21,0.6259,0.1737,0.4113,-0.2376
pct_etrangers,pct_hlm,0.1682,0.0467,0.2852,-0.2385
DISP_RD21,pct_actifs_voiture,0.2155,0.0598,0.2997,-0.2399
surface_moyenne,pct_chauffage_fioul,0.2845,0.079,0.3194,-0.2404
pct_chauffage_fioul,nb_pieces_moyen,0.281,0.078,0.3186,-0.2406
pct_chomage,pct_garage,0.1826,0.0507,0.2928,-0.2421
pct_hlm,pct_voiture_2plus,0.2806,0.0779,0.32,-0.2422
pct_chauffage_fioul,pct_logements_5p_plus,0.2641,0.0733,0.3159,-0.2426
DISP_PPAT21,DISP_PIMPOT21,0.3334,0.0925,0.3351,-0.2426
pct_chauffage_autre,pct_logements_5p_plus,0.3869,0.1074,0.3503,-0.2429
pct_capbep,pct_actifs_voiture,0.2071,0.0575,0.3008,-0.2433
DISP_PPMINI21,pct_garage,0.225,0.0624,0.3058,-0.2434
pct_actifs_voiture,pct_locataires,0.1891,0.0525,0.2962,-0.2437
pct_sup5,pct_appart,0.1495,0.0415,0.2855,-0.244
pct_voiture_0,pct_chauffage_gaz_ville,0.3504,0.0972,0.3413,-0.244
pct_csp_plus,DISP_RD21,0.1885,0.0523,0.2966,-0.2443
pct_csp_plus,pct_actifs_transports,0.2544,0.0706,0.3154,-0.2448
pct_sup5,pct_maison,0.1462,0.0406,0.2857,-0.2451
DISP_PCHO21,pct_chomage,0.2138,0.0593,0.3053,-0.246
pct_immigres,pct_chauffage_gaz_ville,0.2007,0.0557,0.3018,-0.2461
pct_immigres,pct_garage,0.1508,0.0419,0.2881,-0.2462
pct_actifs_transports,pct_chauffage_gaz_ville,0.3416,0.0948,0.341,-0.2462
pct_capbep,pct_voiture_0,0.1549,0.043,0.2902,-0.2472
pct_immigres,DISP_TP6021,0.1798,0.0499,0.2992,-0.2493
pct_actifs_voiture,pct_garage,0.1611,0.0447,0.2956,-0.2509
pct_actifs_transports,pct_garage,0.1722,0.0478,0.3004,-0.2526
DISP_TP6021,pct_sans_diplome,0.2182,0.0606,0.3144,-0.2538
DISP_S80S2021,DISP_PPAT21,0.1269,0.0352,0.2896,-0.2544
age_moyen,pct_20_64,0.2396,0.0665,0.3213,-0.2548
pct_etudiants,pct_studios,0.1568,0.0435,0.2989,-0.2554
pct_actifs_voiture,pct_proprietaires,0.1839,0.051,0.3064,-0.2554
pct_chomage,pct_hlm,0.2066,0.0573,0.3129,-0.2556
age_moyen,DISP_PACT21,0.3107,0.0862,0.3424,-0.2561
DISP_PIMPOT21,pct_capbep,0.2513,0.0698,0.3258,-0.2561
DISP_PTSA21,pct_bac_plus,0.198,0.0549,0.3136,-0.2587
DISP_PPFAM21,pct_chomage,0.1486,0.0412,0.3011,-0.2599
pct_sup5,pct_actifs_voiture,0.1402,0.0389,0.3,-0.2612
pct_locataires,pct_studios,0.3198,0.0887,0.3507,-0.262
pct_capbep,pct_petits_logements,0.2013,0.0559,0.3183,-0.2624
pct_20_64,DISP_PACT21,0.2481,0.0689,0.3314,-0.2625
DISP_GI21,pct_petits_logements,0.1861,0.0516,0.3143,-0.2627
DISP_RD21,nb_pieces_moyen,0.3344,0.0928,0.3558,-0.263
pct_csp_retraite,DISP_PTSA21,0.3016,0.0837,0.3481,-0.2644
DISP_RD21,pct_actifs_transports,0.311,0.0863,0.3512,-0.2648
DISP_PIMPOT21,pct_sans_diplome,0.3146,0.0873,0.3524,-0.2651
pct_actifs_voiture,pct_studios,0.237,0.0658,0.3311,-0.2653
pct_chauffage_autre,nb_pieces_moyen,0.4193,0.1164,0.3819,-0.2655
DISP_PPSOC21,pct_sans_diplome,0.2459,0.0682,0.3339,-0.2657
pct_csp_sans_emploi,pct_locataires,0.2035,0.0565,0.3235,-0.267
pct_csp_sans_emploi,pct_proprietaires,0.2015,0.0559,0.323,-0.2671
pct_immigres,pct_hlm,0.1855,0.0515,0.3191,-0.2677
DISP_TP6021,pct_hlm,0.2536,0.0704,0.3408,-0.2704
DISP_PPFAM21,pct_sans_diplome,0.2465,0.0684,0.3402,-0.2718
pct_etrangers,nb_pieces_moyen,0.2581,0.0716,0.3436,-0.2719
DISP_PCHO21,DISP_PPFAM21,0.4223,0.1172,0.3893,-0.2721
DISP_RD21,DISP_PIMPOT21,0.2245,0.0623,0.3345,-0.2722
pct_proprietaires,pct_studios,0.3287,0.0912,0.3642,-0.2729
pct_etrangers,surface_moyenne,0.24,0.0666,0.3402,-0.2736
DISP_TP6021,pct_locataires,0.2373,0.0659,0.3409,-0.275
pct_etrangers,DISP_TP6021,0.1837,0.051,0.3269,-0.276
DISP_RD21,pct_bac_plus,0.1945,0.054,0.33,-0.276
pct_etrangers,pct_logements_5p_plus,0.2685,0.0745,0.3509,-0.2764
DISP_PACT21,pct_sup5,0.239,0.0663,0.3444,-0.278
DISP_RD21,pct_appart,0.4331,0.1202,0.3995,-0.2793
pct_sup5,pct_studios,0.1669,0.0463,0.3256,-0.2793
pct_studios,pct_logements_5p_plus,0.3532,0.098,0.3788,-0.2808
pct_20_64,DISP_PTSA21,0.2821,0.0783,0.3593,-0.281
surface_moyenne,pct_chauffage_autre,0.4428,0.1229,0.4041,-0.2812
DISP_TP6021,pct_proprietaires,0.2351,0.0653,0.348,-0.2828
pct_hlm,pct_maison,0.304,0.0844,0.3674,-0.283
pct_hlm,pct_appart,0.3092,0.0858,0.369,-0.2832
pct_etrangers,pct_voiture_2plus,0.2483,0.0689,0.3524,-0.2834
pct_actifs_voiture,pct_logements_5p_plus,0.2327,0.0646,0.3487,-0.2841
DISP_PIMPOT21,DISP_PACT21,0.3258,0.0904,0.3749,-0.2845
pct_csp_plus,DISP_PTSA21,0.2374,0.0659,0.3504,-0.2846
DISP_RD21,pct_maison,0.425,0.1179,0.4031,-0.2851
DISP_MED21,pct_sans_diplome,0.3243,0.09,0.3757,-0.2857
pct_chomage,pct_locataires,0.1805,0.0501,0.3363,-0.2862
pct_chomage,pct_proprietaires,0.1823,0.0506,0.3373,-0.2867
pct_chauffage_gaz_ville,nb_pieces_moyen,0.2787,0.0773,0.3654,-0.2881
DISP_TP6021,pct_garage,0.2049,0.0569,0.3456,-0.2887
pct_chauffage_gaz_ville,pct_logements_5p_plus,0.2564,0.0712,0.3602,-0.2891
DISP_RD21,pct_studios,0.3397,0.0943,0.3862,-0.292
DISP_PPLOGT21,pct_garage,0.2223,0.0617,0.3546,-0.293
DISP_PPMINI21,pct_proprietaires,0.2016,0.056,0.3489,-0.293
pct_grands_logements,pct_voiture_0,0.4804,0.1333,0.4282,-0.2949
DISP_GI21,DISP_PPAT21,0.2098,0.0582,0.3533,-0.295
DISP_PPMINI21,pct_locataires,0.2003,0.0556,0.3511,-0.2955
pct_actifs_transports,pct_locataires,0.2816,0.0781,0.3743,-0.2962
pct_20_64,pct_csp_retraite,0.2844,0.0789,0.3753,-0.2963
pct_actifs_transports,pct_studios,0.2729,0.0757,0.3723,-0.2965
pct_capbep,pct_maison,0.2157,0.0599,0.3568,-0.2969
pct_grands_logements,pct_chauffage_gaz_ville,0.3165,0.0878,0.3863,-0.2985
pct_actifs_transports,pct_proprietaires,0.2608,0.0724,0.3713,-0.299
pct_65_plus,DISP_PACT21,0.3253,0.0903,0.3894,-0.2991
pct_capbep,pct_appart,0.2059,0.0571,0.3562,-0.2991
DISP_MED21,DISP_PPFAM21,0.6169,0.1712,0.4714,-0.3002
pct_voiture_2plus,pct_studios,0.3573,0.0992,0.4007,-0.3015
pct_csp_plus,DISP_MED21,0.3526,0.0979,0.401,-0.3031
pct_sup5,pct_petits_logements,0.1519,0.0422,0.3473,-0.3051
pct_etrangers,pct_voiture_0,0.2324,0.0645,0.3726,-0.3082
pct_grands_logements,pct_garage,0.3011,0.0836,0.3928,-0.3092
