var1,var2,MI,MI_norm,r2,gap_MI_r2
ecart_csp_plus_hf,pct_65_plus,0.0257,0.0071,0.0131,-0.0059
age_moyen,DISP_PPAT21,0.0912,0.0253,0.0312,-0.0059
DISP_GI21,pct_chomage,0.0246,0.0068,0.0129,-0.006
pct_femmes,DISP_PPLOGT21,0.0503,0.014,0.02,-0.006
pct_csp_independant,bpe_G_tourisme_pour1000,0.0917,0.0254,0.0314,-0.006
DISP_S80S2021,pct_temps_partiel,0.0599,0.0166,0.0226,-0.006
pct_immigres,pct_hors_menage,0.034,0.0094,0.0155,-0.0061
pct_csp_ouvrier,bpe_A_services_pour1000,0.0124,0.0034,0.0097,-0.0062
pct_femmes,bpe_educ_prioritaire_pour1000,0.0122,0.0034,0.0096,-0.0062
pct_actifs_marche,bpe_A_services_pour1000,0.0892,0.0248,0.031,-0.0062
age_moyen,pct_sport_accessible,0.0224,0.0062,0.0125,-0.0063
pct_etrangers,DISP_S80S2021,0.0938,0.026,0.0323,-0.0063
DISP_PPLOGT21,pct_chauffage_gaz_bouteille,0.1448,0.0402,0.0466,-0.0064
pct_0_19,pct_interim,0.0441,0.0122,0.0187,-0.0064
pct_actifs_2roues,pct_appart,0.1717,0.0476,0.0541,-0.0064
pct_locataires,bpe_F_sports_culture_pour1000,0.1618,0.0449,0.0515,-0.0065
ecart_csp_plus_hf,pct_actifs_voiture,0.0448,0.0124,0.0189,-0.0065
pct_20_64,DISP_PCHO21,0.0367,0.0102,0.0168,-0.0066
pct_temps_partiel,bpe_A_services_pour1000,0.0096,0.0027,0.0093,-0.0066
DISP_PACT21,pct_suroccupation,0.1192,0.0331,0.0396,-0.0066
DISP_PTSA21,pct_chauffage_elec,0.0524,0.0146,0.0211,-0.0066
pct_0_19,pct_actifs_transports,0.0514,0.0143,0.021,-0.0067
pct_20_64,pct_chauffage_gaz_ville,0.035,0.0097,0.0164,-0.0067
DISP_PTSA21,pct_actifs_velo,0.122,0.0339,0.0405,-0.0067
pct_sans_diplome,pct_etudiants,0.0524,0.0145,0.0213,-0.0068
age_moyen,ecart_csp_plus_hf,0.025,0.0069,0.0137,-0.0068
DISP_PTSA21,bpe_G_tourisme_pour1000,0.075,0.0208,0.0277,-0.0068
pct_csp_agriculteur,pct_chomage,0.0615,0.0171,0.0239,-0.0068
pct_actifs_2roues,pct_petits_logements,0.1341,0.0372,0.0441,-0.0068
pct_immigres,DISP_PTSA21,0.1353,0.0376,0.0445,-0.0069
pct_csp_plus,DISP_PPLOGT21,0.1293,0.0359,0.0428,-0.0069
pct_sans_diplome,pct_actifs_velo,0.039,0.0108,0.0177,-0.0069
pct_immigres,DISP_S80S2021,0.0827,0.023,0.0299,-0.007
age_moyen,DISP_PPLOGT21,0.067,0.0186,0.0257,-0.0071
DISP_PPEN21,pct_voiture_0,0.0863,0.024,0.0311,-0.0071
pct_temps_partiel,pct_chauffage_fioul,0.0218,0.0061,0.0133,-0.0072
pct_0_19,DISP_PPLOGT21,0.0509,0.0141,0.0213,-0.0072
pct_65_plus,pct_chauffage_gaz_bouteille,0.0214,0.0059,0.0131,-0.0072
DISP_PPEN21,pct_suroccupation,0.0524,0.0145,0.0219,-0.0074
pct_0_19,pct_sport_accessible,0.0133,0.0037,0.0111,-0.0074
pct_csp_employe,pct_inactif,0.0072,0.002,0.0094,-0.0074
DISP_MED21,pct_locataires,0.1692,0.047,0.0545,-0.0075
pct_hors_menage,pct_etudiants,0.0513,0.0142,0.0218,-0.0075
DISP_PIMPOT21,bpe_ecole_privee_pour1000,0.009,0.0025,0.01,-0.0075
pct_65_plus,pct_actifs_voiture,0.0482,0.0134,0.021,-0.0076
pct_interim,pct_grands_logements,0.0401,0.0111,0.0188,-0.0076
DISP_GI21,pct_inactif,0.0152,0.0042,0.0118,-0.0076
pct_20_64,pct_csp_agriculteur,0.0319,0.0088,0.0164,-0.0076
pct_hors_menage,pct_locataires,0.0928,0.0258,0.0335,-0.0077
pct_csp_sans_emploi,pct_actifs_velo,0.1098,0.0305,0.0382,-0.0077
pct_20_64,pct_logements_anciens,0.0219,0.0061,0.0138,-0.0077
pct_20_64,pct_logements_recents,0.039,0.0108,0.0186,-0.0077
DISP_PPEN21,pct_chauffage_fioul,0.0383,0.0106,0.0184,-0.0078
pct_csp_retraite,DISP_GI21,0.021,0.0058,0.0137,-0.0078
pct_hors_menage,pct_voiture_2plus,0.0668,0.0185,0.0263,-0.0078
DISP_PACT21,pct_interim,0.0934,0.0259,0.0338,-0.0079
bpe_total_pour1000,bpe_ecole_privee_pour1000,0.0267,0.0074,0.0153,-0.0079
pct_cdi,pct_chauffage_fioul,0.0303,0.0084,0.0163,-0.0079
pct_csp_plus,pct_garage,0.0712,0.0198,0.0278,-0.008
pct_capbep,pct_logvac,0.0227,0.0063,0.0144,-0.0081
DISP_PACT21,bpe_A_services_pour1000,0.0148,0.0041,0.0122,-0.0081
DISP_PIMPOT21,pct_hlm,0.1522,0.0422,0.0503,-0.0081
pct_cdd,bpe_B_commerces_pour1000,0.1211,0.0336,0.0417,-0.0081
pct_logvac,pct_voiture_0,0.0136,0.0038,0.0119,-0.0081
ecart_csp_plus_hf,pct_chauffage_autre,0.1492,0.0414,0.0496,-0.0082
pct_etudiants,bpe_D_sante_pour1000,0.121,0.0336,0.0418,-0.0082
pct_csp_plus,pct_suroccupation,0.1766,0.049,0.0572,-0.0082
DISP_PPAT21,pct_hlm,0.2548,0.0707,0.0789,-0.0082
pct_actifs_marche,pct_logements_recents,0.1002,0.0278,0.036,-0.0082
pct_hors_menage,surface_moyenne,0.0655,0.0182,0.0265,-0.0083
DISP_PACT21,surface_moyenne,0.1284,0.0356,0.044,-0.0083
pct_65_plus,bpe_educ_prioritaire_pour1000,0.0081,0.0022,0.0107,-0.0084
pct_65_plus,pct_capbep,0.0443,0.0123,0.0208,-0.0084
pct_etudiants,pct_actifs_marche,0.1139,0.0316,0.04,-0.0084
pct_csp_intermediaire,bpe_educ_prioritaire_pour1000,0.02,0.0056,0.014,-0.0085
DISP_S80S2021,pct_cdd,0.0486,0.0135,0.022,-0.0085
pct_csp_ouvrier,pct_garage,0.0249,0.0069,0.0154,-0.0085
pct_chauffage_gaz_bouteille,bpe_educ_prioritaire_pour1000,0.0324,0.009,0.0175,-0.0085
pct_chauffage_elec,pct_logements_5p_plus,0.0638,0.0177,0.0262,-0.0085
pct_inactif,bpe_D_sante_pour1000,0.0745,0.0207,0.0293,-0.0086
pct_sans_diplome,pct_cdd,0.0575,0.016,0.0245,-0.0086
pct_csp_intermediaire,pct_voiture_2plus,0.0712,0.0198,0.0284,-0.0086
pct_temps_partiel,bpe_total_pour1000,0.012,0.0033,0.012,-0.0087
DISP_PPLOGT21,pct_suroccupation,0.1147,0.0318,0.0406,-0.0087
DISP_PTSA21,pct_proprietaires,0.0713,0.0198,0.0284,-0.0087
ecart_csp_plus_hf,DISP_PPEN21,0.03,0.0083,0.0171,-0.0088
pct_65_plus,pct_suroccupation,0.0395,0.011,0.0197,-0.0088
pct_sup5,bpe_total_pour1000,0.0079,0.0022,0.011,-0.0088
pct_hors_menage,pct_petits_logements,0.0739,0.0205,0.0293,-0.0088
pct_femmes,pct_65_plus,0.0257,0.0071,0.016,-0.0089
age_moyen,DISP_RD21,0.0348,0.0097,0.0185,-0.0089
pct_femmes,bpe_F_sports_culture_pour1000,0.0907,0.0252,0.0341,-0.0089
pct_csp_sans_emploi,pct_cdd,0.0579,0.0161,0.025,-0.0089
DISP_TP6021,pct_chauffage_elec,0.0631,0.0175,0.0265,-0.009
pct_csp_retraite,pct_grands_logements,0.0687,0.0191,0.0281,-0.009
pct_hors_menage,pct_actifs_voiture,0.0333,0.0092,0.0182,-0.009
pct_csp_employe,DISP_PPAT21,0.0709,0.0197,0.0287,-0.009
pct_20_64,pct_chauffage_fioul,0.042,0.0117,0.0208,-0.0092
DISP_RD21,pct_inactif,0.041,0.0114,0.0206,-0.0093
age_moyen,DISP_PCHO21,0.0981,0.0272,0.0367,-0.0094
DISP_MED21,pct_chauffage_elec,0.0954,0.0265,0.0359,-0.0094
pct_csp_employe,pct_capbep,0.0451,0.0125,0.022,-0.0094
pct_chomage,pct_suroccupation,0.1057,0.0293,0.0389,-0.0095
pct_csp_retraite,pct_chauffage_elec,0.0111,0.0031,0.0126,-0.0095
pct_csp_retraite,bpe_educ_prioritaire_pour1000,0.0152,0.0042,0.0138,-0.0096
pct_hors_menage,nb_pieces_moyen,0.0629,0.0175,0.027,-0.0096
pct_actifs_2roues,pct_maison,0.1573,0.0437,0.0535,-0.0098
pct_chomage,pct_logements_anciens,0.0636,0.0176,0.0274,-0.0098
DISP_PPEN21,pct_hlm,0.0307,0.0085,0.0185,-0.0099
pct_sup5,bpe_B_commerces_pour1000,0.074,0.0205,0.0306,-0.01
pct_femmes,pct_petits_logements,0.0879,0.0244,0.0344,-0.01
DISP_MED21,pct_garage,0.205,0.0569,0.067,-0.0101
pct_csp_agriculteur,pct_voiture_0,0.1499,0.0416,0.0517,-0.0101
pct_temps_partiel,pct_garage,0.0009,0.0002,0.0105,-0.0102
ecart_csp_plus_hf,DISP_GI21,0.0454,0.0126,0.0228,-0.0102
pct_csp_ouvrier,pct_logvac,0.0158,0.0044,0.0146,-0.0102
pct_femmes,bpe_ecole_privee_pour1000,0.0289,0.008,0.0182,-0.0102
pct_etudiants,bpe_F_sports_culture_pour1000,0.135,0.0375,0.0476,-0.0102
pct_bac_plus,pct_chauffage_gaz_bouteille,0.0482,0.0134,0.0237,-0.0103
pct_hors_menage,pct_actifs_marche,0.07,0.0194,0.0298,-0.0103
DISP_GI21,pct_cdi,0.0141,0.0039,0.0142,-0.0103
pct_interim,pct_garage,0.0263,0.0073,0.0176,-0.0103
pct_actifs_velo,pct_chauffage_gaz_bouteille,0.1645,0.0456,0.0561,-0.0104
pct_chauffage_fioul,bpe_ecole_privee_pour1000,0.0423,0.0117,0.0221,-0.0104
pct_csp_retraite,pct_logvac,0.0166,0.0046,0.0151,-0.0105
pct_actifs_voiture,bpe_ecole_privee_pour1000,0.0255,0.0071,0.0176,-0.0105
DISP_PPMINI21,pct_chauffage_gaz_bouteille,0.1017,0.0282,0.0387,-0.0105
pct_immigres,DISP_PACT21,0.1163,0.0323,0.0429,-0.0106
DISP_PPFAM21,bpe_A_services_pour1000,0.0345,0.0096,0.0203,-0.0107
DISP_TP6021,pct_studios,0.1238,0.0344,0.045,-0.0107
pct_logvac,pct_voiture_2plus,0.0227,0.0063,0.017,-0.0107
DISP_PPEN21,pct_chauffage_gaz_ville,0.034,0.0094,0.0203,-0.0108
pct_actifs_marche,pct_chauffage_gaz_ville,0.197,0.0547,0.0657,-0.011
pct_cdi,pct_actifs_velo,0.0786,0.0218,0.0329,-0.011
pct_actifs_marche,pct_chauffage_fioul,0.116,0.0322,0.0432,-0.011
pct_csp_intermediaire,pct_chauffage_autre,0.0627,0.0174,0.0284,-0.011
pct_actifs_2roues,pct_voiture_0,0.1313,0.0364,0.0474,-0.011
DISP_PIMPOT21,pct_actifs_2roues,0.099,0.0275,0.0386,-0.0111
DISP_PCHO21,bpe_E_transports_pour1000,0.1315,0.0365,0.0476,-0.0111
pct_maison,bpe_F_sports_culture_pour1000,0.1833,0.0509,0.0622,-0.0113
pct_0_19,pct_actifs_marche,0.0568,0.0158,0.0272,-0.0115
DISP_PPAT21,pct_chauffage_elec,0.047,0.013,0.0245,-0.0115
pct_chauffage_gaz_bouteille,pct_studios,0.2158,0.0599,0.0715,-0.0116
pct_20_64,pct_inactif,0.0543,0.0151,0.0267,-0.0116
pct_cdd,pct_studios,0.098,0.0272,0.0388,-0.0116
pct_logvac,pct_chauffage_autre,0.044,0.0122,0.0238,-0.0116
DISP_PTSA21,pct_chauffage_gaz_bouteille,0.0842,0.0234,0.0349,-0.0116
pct_0_19,pct_proprietaires,0.026,0.0072,0.019,-0.0118
pct_actifs_voiture,pct_logements_recents,0.0863,0.0239,0.0358,-0.0118
pct_inactif,pct_actifs_voiture,0.0336,0.0093,0.0213,-0.0119
pct_csp_ouvrier,DISP_PACT21,0.1025,0.0284,0.0403,-0.0119
pct_csp_intermediaire,pct_sup5,0.1109,0.0308,0.0427,-0.0119
pct_hors_menage,pct_capbep,0.0361,0.01,0.0219,-0.0119
DISP_PPLOGT21,pct_etudiants,0.0781,0.0217,0.0336,-0.0119
pct_hors_menage,bpe_B_commerces_pour1000,0.0761,0.0211,0.033,-0.0119
pct_cdd,bpe_F_sports_culture_pour1000,0.0865,0.024,0.036,-0.012
pct_csp_retraite,pct_chauffage_gaz_bouteille,0.0484,0.0134,0.0255,-0.012
pct_actifs_2roues,pct_voiture_2plus,0.117,0.0325,0.0445,-0.0121
pct_csp_agriculteur,pct_sup5,0.0873,0.0242,0.0363,-0.0121
pct_csp_intermediaire,pct_garage,0.046,0.0128,0.025,-0.0122
pct_sans_diplome,pct_capbep,0.1209,0.0336,0.0458,-0.0123
pct_temps_partiel,pct_logvac,0.0188,0.0052,0.0175,-0.0123
pct_cdd,pct_logements_recents,0.0197,0.0055,0.0178,-0.0123
pct_actifs_voiture,bpe_educ_prioritaire_pour1000,0.0187,0.0052,0.0176,-0.0124
DISP_PCHO21,pct_studios,0.1588,0.0441,0.0565,-0.0124
DISP_PTSA21,pct_locataires,0.0775,0.0215,0.0339,-0.0124
pct_csp_retraite,DISP_PCHO21,0.1037,0.0288,0.0413,-0.0125
DISP_S80S2021,pct_logements_recents,0.0366,0.0102,0.0228,-0.0126
pct_capbep,pct_interim,0.0741,0.0206,0.0331,-0.0126
pct_locataires,bpe_total_pour1000,0.045,0.0125,0.0252,-0.0127
DISP_PCHO21,pct_logvac,0.0635,0.0176,0.0304,-0.0127
ecart_csp_plus_hf,pct_sans_diplome,0.0768,0.0213,0.0341,-0.0128
pct_immigres,pct_bac_plus,0.0734,0.0204,0.0333,-0.0129
pct_sup5,pct_temps_partiel,0.0273,0.0076,0.0205,-0.0129
pct_20_64,bpe_F_sports_culture_pour1000,0.0445,0.0123,0.0252,-0.0129
pct_0_19,pct_chauffage_fioul,0.0235,0.0065,0.0194,-0.0129
DISP_PPFAM21,bpe_total_pour1000,0.0166,0.0046,0.0176,-0.013
age_moyen,pct_actifs_voiture,0.0633,0.0176,0.0306,-0.013
pct_actifs_marche,pct_logvac,0.0496,0.0138,0.0268,-0.013
DISP_PPMINI21,pct_logements_recents,0.0491,0.0136,0.0266,-0.013
pct_cdi,bpe_A_services_pour1000,0.0246,0.0068,0.0199,-0.0131
pct_csp_independant,pct_sans_diplome,0.0278,0.0077,0.021,-0.0132
pct_bac_plus,pct_logements_anciens,0.0606,0.0168,0.0302,-0.0133
pct_csp_employe,pct_bac_plus,0.0597,0.0166,0.0299,-0.0133
pct_appart,bpe_F_sports_culture_pour1000,0.1812,0.0503,0.0636,-0.0133
pct_grands_logements,bpe_ecole_privee_pour1000,0.0404,0.0112,0.0246,-0.0134
pct_hlm,bpe_A_services_pour1000,0.1147,0.0318,0.0452,-0.0134
DISP_PACT21,nb_pieces_moyen,0.1454,0.0404,0.0537,-0.0134
bpe_E_transports_pour1000,bpe_educ_prioritaire_pour1000,0.0215,0.006,0.0195,-0.0135
pct_20_64,pct_csp_sans_emploi,0.0206,0.0057,0.0193,-0.0135
pct_csp_agriculteur,DISP_PTSA21,0.1476,0.041,0.0545,-0.0135
pct_csp_plus,pct_logvac,0.038,0.0106,0.0242,-0.0136
DISP_PPEN21,DISP_PCHO21,0.0553,0.0153,0.0289,-0.0136
pct_bac_plus,bpe_ecole_privee_pour1000,0.0209,0.0058,0.0195,-0.0137
pct_chomage,pct_logvac,0.0289,0.008,0.0217,-0.0137
pct_0_19,pct_temps_partiel,0.029,0.008,0.0219,-0.0139
pct_csp_intermediaire,pct_capbep,0.0537,0.0149,0.0289,-0.014
pct_femmes,DISP_PPEN21,0.0268,0.0074,0.0215,-0.014
DISP_PIMPOT21,pct_logvac,0.0635,0.0176,0.0316,-0.014
pct_actifs_velo,bpe_ecole_privee_pour1000,0.0445,0.0124,0.0265,-0.0141
DISP_GI21,pct_chauffage_gaz_bouteille,0.0555,0.0154,0.0296,-0.0142
pct_csp_independant,bpe_total_pour1000,0.049,0.0136,0.0278,-0.0142
age_moyen,nb_pieces_moyen,0.0796,0.0221,0.0364,-0.0143
pct_20_64,pct_logements_5p_plus,0.08,0.0222,0.0365,-0.0143
DISP_PPEN21,bpe_G_tourisme_pour1000,0.0041,0.0011,0.0155,-0.0143
pct_bac_plus,bpe_educ_prioritaire_pour1000,0.0172,0.0048,0.0192,-0.0144
pct_65_plus,pct_cdd,0.0332,0.0092,0.0236,-0.0144
DISP_PTSA21,pct_voiture_0,0.1191,0.033,0.0475,-0.0145
pct_bac_plus,bpe_E_transports_pour1000,0.0554,0.0154,0.0298,-0.0145
bpe_total_pour1000,bpe_C_enseignement_pour1000,0.1271,0.0353,0.0497,-0.0145
pct_csp_employe,pct_grands_logements,0.0165,0.0046,0.0192,-0.0146
DISP_PPAT21,bpe_educ_prioritaire_pour1000,0.0553,0.0153,0.0299,-0.0146
pct_65_plus,DISP_S80S2021,0.0185,0.0051,0.0198,-0.0147
pct_hors_menage,pct_studios,0.077,0.0214,0.0361,-0.0147
pct_csp_plus,pct_logements_anciens,0.0656,0.0182,0.0329,-0.0147
DISP_GI21,pct_interim,0.049,0.0136,0.0284,-0.0147
pct_bac_plus,pct_locataires,0.0617,0.0171,0.0319,-0.0148
pct_proprietaires,bpe_total_pour1000,0.0713,0.0198,0.0346,-0.0148
pct_65_plus,pct_logvac,0.0475,0.0132,0.0281,-0.0149
DISP_PACT21,pct_voiture_0,0.1352,0.0375,0.0524,-0.0149
DISP_S80S2021,pct_sans_diplome,0.0364,0.0101,0.025,-0.0149
pct_logements_anciens,pct_voiture_0,0.1259,0.0349,0.0498,-0.0149
DISP_PTSA21,bpe_total_pour1000,0.041,0.0114,0.0264,-0.0151
pct_etrangers,pct_20_64,0.0495,0.0137,0.0289,-0.0152
age_moyen,pct_sans_diplome,0.0476,0.0132,0.0285,-0.0153
pct_logements_anciens,bpe_educ_prioritaire_pour1000,0.037,0.0103,0.0256,-0.0153
pct_csp_employe,pct_logements_recents,0.022,0.0061,0.0214,-0.0153
pct_hors_menage,bpe_total_pour1000,0.0418,0.0116,0.0269,-0.0153
pct_csp_employe,pct_proprietaires,0.0282,0.0078,0.0233,-0.0154
DISP_PIMPOT21,pct_cdd,0.0723,0.0201,0.0354,-0.0154
pct_actifs_2roues,surface_moyenne,0.1247,0.0346,0.0501,-0.0155
pct_hors_menage,pct_proprietaires,0.0781,0.0217,0.0372,-0.0155
age_moyen,pct_suroccupation,0.046,0.0128,0.0282,-0.0155
DISP_PTSA21,surface_moyenne,0.1238,0.0344,0.0499,-0.0155
pct_suroccupation,pct_chauffage_fioul,0.1636,0.0454,0.061,-0.0156
pct_csp_retraite,pct_garage,0.0608,0.0169,0.0325,-0.0156
pct_inactif,pct_chauffage_gaz_bouteille,0.0315,0.0087,0.0244,-0.0157
DISP_PACT21,pct_actifs_velo,0.1329,0.0369,0.0526,-0.0157
pct_cdi,bpe_B_commerces_pour1000,0.0958,0.0266,0.0425,-0.0159
pct_actifs_velo,bpe_D_sante_pour1000,0.1965,0.0545,0.0704,-0.0159
DISP_PCHO21,pct_bac_plus,0.087,0.0241,0.0401,-0.0159
DISP_PPEN21,pct_cdd,0.034,0.0094,0.0254,-0.016
pct_suroccupation,pct_chauffage_autre,0.3038,0.0843,0.1004,-0.0161
pct_chomage,pct_studios,0.1064,0.0295,0.0457,-0.0162
pct_actifs_velo,pct_actifs_marche,0.2097,0.0582,0.0745,-0.0163
pct_femmes,pct_chauffage_gaz_bouteille,0.0897,0.0249,0.0412,-0.0163
pct_0_19,DISP_PPSOC21,0.0596,0.0165,0.033,-0.0164
DISP_PPAT21,bpe_G_tourisme_pour1000,0.0587,0.0163,0.0327,-0.0164
pct_csp_independant,DISP_S80S2021,0.1958,0.0543,0.0707,-0.0164
pct_chauffage_gaz_bouteille,bpe_D_sante_pour1000,0.1638,0.0455,0.0619,-0.0165
pct_petits_logements,pct_chauffage_gaz_bouteille,0.2522,0.07,0.0865,-0.0165
pct_inactif,pct_suroccupation,0.0622,0.0173,0.0339,-0.0166
bpe_B_commerces_pour1000,bpe_ecole_privee_pour1000,0.041,0.0114,0.0281,-0.0167
pct_cdi,pct_logements_recents,0.0287,0.008,0.0248,-0.0168
pct_logvac,pct_chauffage_elec,0.0087,0.0024,0.0193,-0.0169
DISP_TP6021,pct_actifs_transports,0.1678,0.0466,0.0636,-0.017
pct_csp_agriculteur,pct_bac_plus,0.0572,0.0159,0.0328,-0.017
pct_capbep,bpe_total_pour1000,0.0184,0.0051,0.0222,-0.017
DISP_RD21,pct_sans_diplome,0.0503,0.014,0.0309,-0.017
pct_hors_menage,pct_cdd,0.0522,0.0145,0.0317,-0.0172
pct_logements_anciens,bpe_A_services_pour1000,0.0687,0.0191,0.0363,-0.0172
pct_20_64,pct_chauffage_elec,0.0114,0.0032,0.0203,-0.0172
pct_csp_retraite,DISP_PIMPOT21,0.0586,0.0163,0.0335,-0.0172
pct_0_19,pct_logvac,0.0399,0.0111,0.0283,-0.0173
pct_csp_ouvrier,bpe_total_pour1000,0.0268,0.0074,0.0248,-0.0173
age_moyen,bpe_educ_prioritaire_pour1000,0.0173,0.0048,0.0221,-0.0173
pct_chomage,pct_etudiants,0.0279,0.0077,0.0251,-0.0173
DISP_PIMPOT21,pct_appart,0.1505,0.0418,0.059,-0.0173
pct_grands_logements,bpe_total_pour1000,0.0347,0.0096,0.0271,-0.0174
pct_20_64,pct_etudiants,0.0359,0.01,0.0274,-0.0174
DISP_PPSOC21,pct_logvac,0.0582,0.0161,0.0337,-0.0175
DISP_PTSA21,nb_pieces_moyen,0.1371,0.038,0.0556,-0.0175
pct_csp_agriculteur,pct_chauffage_elec,0.064,0.0177,0.0354,-0.0176
age_moyen,pct_chauffage_gaz_bouteille,0.0335,0.0093,0.0269,-0.0176
pct_csp_plus,bpe_E_transports_pour1000,0.1001,0.0278,0.0453,-0.0176
pct_csp_plus,pct_proprietaires,0.0922,0.0256,0.0432,-0.0177
DISP_PPMINI21,pct_petits_logements,0.1096,0.0304,0.0481,-0.0177
age_moyen,DISP_S80S2021,0.0329,0.0091,0.0268,-0.0177
DISP_GI21,DISP_PACT21,0.093,0.0258,0.0435,-0.0177
pct_0_19,pct_locataires,0.0395,0.011,0.0287,-0.0177
pct_csp_employe,pct_locataires,0.0264,0.0073,0.0252,-0.0178
DISP_TP6021,pct_logements_recents,0.0774,0.0215,0.0393,-0.0179
pct_csp_retraite,bpe_F_sports_culture_pour1000,0.1366,0.0379,0.0559,-0.0179
pct_csp_ouvrier,pct_actifs_velo,0.1169,0.0324,0.0503,-0.0179
pct_sup5,bpe_ecole_privee_pour1000,0.0287,0.008,0.026,-0.018
pct_inactif,pct_actifs_marche,0.0722,0.02,0.038,-0.018
pct_sup5,pct_chauffage_gaz_bouteille,0.0853,0.0237,0.0417,-0.018
pct_csp_retraite,pct_logements_recents,0.0643,0.0179,0.0358,-0.018
pct_logements_recents,pct_voiture_0,0.1387,0.0385,0.0565,-0.018
pct_chauffage_gaz_ville,bpe_ecole_privee_pour1000,0.041,0.0114,0.0294,-0.0181
pct_0_19,bpe_educ_prioritaire_pour1000,0.0196,0.0054,0.0236,-0.0181
pct_logements_anciens,bpe_F_sports_culture_pour1000,0.1832,0.0508,0.069,-0.0182
DISP_PIMPOT21,pct_maison,0.1461,0.0405,0.0588,-0.0182
ecart_csp_plus_hf,DISP_MED21,0.1634,0.0453,0.0635,-0.0182
DISP_GI21,pct_cdd,0.0177,0.0049,0.0232,-0.0183
pct_interim,pct_inactif,0.0496,0.0138,0.0321,-0.0183
DISP_PPEN21,pct_logvac,0.0315,0.0087,0.0271,-0.0184
pct_logvac,pct_garage,0.0401,0.0111,0.0295,-0.0184
pct_cdi,pct_logvac,0.0387,0.0107,0.0292,-0.0184
age_moyen,pct_logvac,0.0356,0.0099,0.0284,-0.0185
pct_bac_plus,pct_actifs_2roues,0.0601,0.0167,0.0351,-0.0185
pct_bac_plus,pct_voiture_2plus,0.1117,0.031,0.0496,-0.0186
pct_immigres,pct_cdd,0.0307,0.0085,0.0271,-0.0186
pct_csp_retraite,DISP_PPFAM21,0.0524,0.0146,0.0332,-0.0186
pct_csp_plus,pct_locataires,0.0877,0.0243,0.043,-0.0187
pct_femmes,pct_csp_plus,0.0409,0.0114,0.0301,-0.0188
pct_etrangers,pct_65_plus,0.066,0.0183,0.0371,-0.0188
pct_20_64,pct_actifs_velo,0.054,0.015,0.0338,-0.0188
pct_capbep,bpe_B_commerces_pour1000,0.0673,0.0187,0.0374,-0.0188
pct_hors_menage,pct_sans_diplome,0.0343,0.0095,0.0284,-0.0189
pct_csp_retraite,pct_logements_5p_plus,0.0898,0.0249,0.0438,-0.0189
pct_actifs_2roues,pct_logements_5p_plus,0.13,0.0361,0.0551,-0.019
pct_20_64,pct_chauffage_autre,0.0677,0.0188,0.0379,-0.0191
pct_garage,bpe_ecole_privee_pour1000,0.023,0.0064,0.0255,-0.0191
pct_chauffage_elec,nb_pieces_moyen,0.0672,0.0187,0.0378,-0.0192
pct_csp_plus,DISP_PPMINI21,0.1789,0.0497,0.0689,-0.0193
DISP_RD21,pct_chauffage_gaz_bouteille,0.1998,0.0555,0.0748,-0.0193
DISP_PPFAM21,pct_cdd,0.041,0.0114,0.0307,-0.0194
pct_65_plus,bpe_A_services_pour1000,0.0186,0.0052,0.0245,-0.0194
DISP_PPMINI21,pct_actifs_voiture,0.076,0.0211,0.0405,-0.0194
pct_femmes,pct_actifs_velo,0.1032,0.0286,0.0481,-0.0194
pct_csp_agriculteur,pct_logvac,0.027,0.0075,0.0269,-0.0194
pct_65_plus,pct_petits_logements,0.0503,0.0139,0.0334,-0.0195
pct_chauffage_autre,bpe_B_commerces_pour1000,0.189,0.0525,0.072,-0.0195
pct_voiture_0,bpe_ecole_privee_pour1000,0.0429,0.0119,0.0314,-0.0195
pct_20_64,pct_suroccupation,0.0304,0.0084,0.028,-0.0195
pct_csp_intermediaire,pct_chauffage_elec,0.049,0.0136,0.0332,-0.0196
pct_bac_plus,pct_proprietaires,0.0506,0.014,0.0337,-0.0196
age_moyen,pct_capbep,0.0481,0.0133,0.0329,-0.0196
pct_csp_sans_emploi,bpe_E_transports_pour1000,0.0956,0.0265,0.0462,-0.0197
pct_femmes,pct_20_64,0.0472,0.0131,0.0328,-0.0197
DISP_PPEN21,pct_chauffage_autre,0.0574,0.0159,0.0357,-0.0198
DISP_PPLOGT21,pct_logvac,0.052,0.0144,0.0342,-0.0198
DISP_PPEN21,pct_inactif,0.0638,0.0177,0.0375,-0.0198
DISP_PPAT21,bpe_total_pour1000,0.0347,0.0096,0.0297,-0.02
age_moyen,surface_moyenne,0.0851,0.0236,0.0436,-0.02
pct_csp_ouvrier,DISP_S80S2021,0.1188,0.033,0.0529,-0.02
pct_capbep,pct_actifs_2roues,0.081,0.0225,0.0424,-0.02
pct_appart,bpe_total_pour1000,0.0606,0.0168,0.0368,-0.02
pct_csp_intermediaire,DISP_PCHO21,0.1064,0.0295,0.0497,-0.0202
pct_sans_diplome,pct_voiture_2plus,0.1132,0.0314,0.0516,-0.0202
pct_etrangers,pct_cdd,0.0581,0.0161,0.0364,-0.0203
pct_voiture_0,bpe_total_pour1000,0.0392,0.0109,0.0313,-0.0204
pct_0_19,bpe_E_transports_pour1000,0.0322,0.0089,0.0294,-0.0204
pct_interim,pct_locataires,0.0744,0.0206,0.041,-0.0204
DISP_PPEN21,pct_actifs_voiture,0.056,0.0155,0.0359,-0.0204
pct_logements_anciens,pct_voiture_2plus,0.1656,0.0459,0.0665,-0.0205
