IRIS;DISP_TP6021;DISP_INCERT21;DISP_Q121;DISP_MED21;DISP_Q321;DISP_EQ21;DISP_D121;DISP_D221;DISP_D321;DISP_D421;DISP_D621;DISP_D721;DISP_D821;DISP_D921;DISP_RD21;DISP_S80S2021;DISP_GI21;DISP_PACT21;DISP_PTSA21;DISP_PCHO21;DISP_PBEN21;DISP_PPEN21;DISP_PPAT21;DISP_PPSOC21;DISP_PPFAM21;DISP_PPMINI21;DISP_PPLOGT21;DISP_PIMPOT21;DISP_NOTE21
255470103;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
255800101;17,0;2;15610;21370;28230;0,59;11400;14540;17040;19390;23220;25830;29970;35610;3,1;3,9;0,268;69,7;60,3;3,7;5,7;32,5;6,1;6,4;2,2;2,9;1,3;-14,7;0
255800102;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
255800103;15,0;2;16960;22100;28100;0,50;11830;15320;17790;20270;24530;26900;30140;36350;3,1;3,7;0,262;61,1;50,4;2,5;8,2;43,8;4,3;5,8;2,3;2,4;1,1;-15,0;0
255800104;15,0;2;16310;22050;29870;0,61;12420;15070;17360;19920;24640;27840;31920;38050;3,1;3,7;0,262;60,3;51,9;2,7;5,7;42,7;5,7;5,8;1,8;2,9;1,1;-14,5;0
255800105;17,0;2;15130;20470;26600;0,56;11910;14260;16070;18330;22300;24700;28490;33430;2,8;3,3;0,236;67,5;60,5;4,9;2,1;33,2;3,4;8,1;3,0;3,6;1,5;-12,2;0
255800106;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
255800107;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
255800108;nd;so;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;so;so;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;so
255800109;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
256320101;10,0;1;18510;23980;30200;0,49;13670;16930;19530;21630;26060;28590;31550;37050;2,7;3,2;0,229;74,1;67,9;2,6;3,6;31,6;5,0;4,5;1,7;2,0;0,8;-15,2;0
256320102;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
260570101;22,0;1;14460;19180;24600;0,53;11100;13540;15570;17290;21210;23220;26310;30700;2,8;3,2;0,230;67,7;60,5;4,1;3,1;29,6;4,6;9,6;2,3;5,0;2,3;-11,5;0
260570102;16,0;1;16250;21550;27790;0,54;12160;15080;17180;19480;23630;26180;29940;35990;3,0;4,8;0,326;65,8;58,1;3,5;4,2;27,2;15,1;5,9;1,7;2,9;1,3;-14,0;0
260570103;13,0;2;17090;22120;28350;0,51;13010;15790;18390;20430;24140;26680;29950;36370;2,8;3,3;0,238;64,6;58,2;2,5;3,9;36,2;7,6;5,2;2,1;2,2;0,9;-13,6;0
260570104;15,0;2;17470;22980;28630;0,49;12890;15980;18650;20840;25110;27480;30180;36110;2,8;3,5;0,247;71,3;63,8;2,4;5,1;28,6;9,0;5,5;2,4;2,3;0,8;-14,4;0
260580101;16,0;1;16230;22050;27730;0,52;11990;14970;17410;19880;24050;26440;29700;34570;2,9;3,5;0,238;73,4;65,8;3,5;4,1;27,1;7,2;6,3;2,7;2,4;1,2;-14,0;0
260580102;27,0;1;13540;18660;24570;0,59;10030;12460;14260;16320;20650;23160;26070;31960;3,2;4,0;0,267;71,9;63,8;4,9;3,2;23,8;5,1;11,4;2,3;5,9;3,2;-12,2;0
260580201;13,0;2;16980;22190;28000;0,50;12690;15940;18070;20110;24380;26610;29180;34370;2,7;3,1;0,219;67,6;61,8;3,1;2,7;33,3;6,4;6,4;1,8;3,2;1,4;-13,7;0
260580202;15,0;2;16100;20790;26050;0,48;12190;14870;17130;18980;22750;24970;27880;32630;2,7;3,1;0,221;66,9;60,7;3,5;2,7;32,7;5,5;7,4;2,3;3,6;1,5;-12,5;0
260580203;17,0;1;16180;22140;29170;0,59;11780;14730;17480;19740;24490;27400;31420;37600;3,2;4,1;0,274;72,5;63,4;3,5;5,6;29,5;7,3;6,2;2,0;2,8;1,4;-15,5;0
260580301;13,0;2;16890;22250;28880;0,54;13110;16020;18080;20210;24320;27460;30890;36890;2,8;3,6;0,259;74,1;66,1;3,2;4,8;26,6;9,8;5,2;1,8;2,4;1,0;-15,7;1
260580302;9,0;1;20100;25920;33810;0,53;14650;18540;21490;23700;28920;32190;36240;43860;3,0;3,5;0,248;66,4;59,5;2,1;4,8;38,8;9,1;3,8;1,3;1,7;0,8;-18,1;0
260580303;15,0;2;16230;22110;29120;0,58;12270;14530;17420;19810;24630;27520;31410;36140;2,9;3,7;0,257;56,9;50,4;3,2;3,3;41,7;9,4;6,4;2,7;2,4;1,3;-14,4;0
260640101;8,0;1;19440;24460;32470;0,53;14390;18230;20350;22240;26960;30350;34490;41070;2,9;3,9;0,283;70,0;61,7;2,7;5,6;27,1;15,3;3,8;1,6;1,5;0,7;-16,2;0
260640102;10,0;1;18950;25120;32420;0,54;13960;17530;20160;22400;27570;30620;35120;43710;3,1;3,8;0,264;71,7;63,9;2,6;5,2;30,4;10,7;3,8;1,7;1,4;0,7;-16,6;0
261080101;13,0;1;16640;21740;28190;0,53;12850;15510;17800;19830;24040;26730;30300;37610;2,9;3,8;0,269;57,5;48,7;3,1;5,7;37,7;13,2;5,2;1,8;2,5;0,9;-13,6;0
261080102;24,0;1;14000;18540;24580;0,57;10160;12840;14850;16770;20400;23210;26270;31140;3,1;3,7;0,256;68,8;51,5;7,2;10,1;26,6;8,5;10,3;2,1;5,6;2,6;-14,2;0
261080103;16,0;1;16000;21270;28020;0,56;12000;14760;17140;19160;23700;26080;29850;35570;3,0;3,7;0,258;55,6;46,9;3,5;5,2;39,7;11,1;6,9;2,4;3,1;1,4;-13,3;0
261650101;13,0;1;16930;21490;26480;0,44;13060;15670;18100;19660;23060;25240;27730;33060;2,5;2,9;0,204;69,0;63,1;3,6;2,3;31,1;5,7;6,4;2,1;2,9;1,4;-12,2;0
261650102;11,0;1;18070;23440;29450;0,49;13390;16690;19370;21470;25580;28030;31500;37390;2,8;4,0;0,279;73,0;64,7;3,0;5,3;24,6;13,5;4,4;1,9;1,8;0,7;-15,5;0
261650103;10,0;1;18230;22590;27540;0,41;13930;17020;19140;21040;24220;26410;29400;33730;2,4;2,9;0,206;73,1;66,2;2,5;4,4;30,2;5,7;4,4;2,2;1,5;0,7;-13,4;0
261660101;17,0;1;15680;20590;26590;0,53;12200;14660;16570;18560;22650;25180;28350;33100;2,7;3,3;0,238;69,8;62,2;3,7;3,9;28,8;6,7;7,6;2,9;3,1;1,6;-12,9;0
261660102;9,0;1;18320;22780;28210;0,43;14000;16650;19200;21290;24570;26860;30030;35210;2,5;3,1;0,219;70,9;62,0;2,7;6,2;30,8;8,2;4,4;2,2;1,6;0,6;-14,3;0
261980101;13,0;1;17240;22390;29720;0,56;12510;16050;18270;20490;24690;27900;31740;37830;3,0;4,1;0,283;67,2;58,5;2,7;6,0;30,9;12,4;5,0;2,4;1,9;0,7;-15,5;0
261980102;54,0;1;10680;13360;17630;0,52;8310;9950;11300;12400;14930;16480;18800;22140;2,7;3,3;0,245;51,2;43,2;5,7;2,3;27,7;4,0;24,6;7,7;11,4;5,5;-7,5;0
261980103;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
261980201;31,0;1;13040;17480;22980;0,57;10260;12130;13750;15600;19590;21920;24800;29860;2,9;3,6;0,254;62,5;55,1;4,0;3,4;28,7;5,8;13,9;4,6;6,1;3,2;-10,9;0
261980202;13,0;1;17610;23390;30330;0,54;12720;16080;18750;21140;25770;28680;32430;39140;3,1;3,7;0,258;69,9;62,6;2,7;4,6;32,5;8,6;4,5;1,7;1,9;0,9;-15,5;0
261980203;11,0;1;18440;24810;31990;0,55;13610;16830;19980;22440;27080;30200;34340;41760;3,1;3,6;0,252;76,5;67,2;2,4;6,9;28,5;8,0;4,8;2,1;1,9;0,8;-17,8;0
261980301;15,0;1;16830;23060;30230;0,58;12510;15270;18320;20760;25380;28490;32370;39790;3,2;4,2;0,281;58,4;50,6;2,6;5,2;40,2;12,1;4,7;1,4;2,2;1,1;-15,4;0
261980302;14,0;1;17530;24600;34860;0,70;12310;15750;19070;21910;27860;31760;37910;49870;4,1;5,7;0,353;68,4;57,9;2,2;8,3;30,1;18,3;3,8;1,3;1,7;0,8;-20,6;0
261980401;18,0;1;15090;21540;30100;0,70;11490;14150;16740;19450;24340;27850;32640;39840;3,5;4,5;0,300;65,7;57,4;2,9;5,4;33,1;11,0;5,9;2,0;2,5;1,4;-15,7;0
261980402;15,0;2;16720;22390;28240;0,51;12090;15430;18040;20350;24690;26940;30270;35620;2,9;3,7;0,253;61,4;55,0;2,7;3,7;38,0;9,6;5,6;2,5;2,1;1,0;-14,6;0
261980403;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
261980404;10,0;1;18850;24190;31020;0,50;13750;17330;19860;22280;26360;29470;33110;40270;2,9;3,7;0,256;72,2;64,0;2,1;6,1;30,8;8,8;4,6;1,9;1,8;0,9;-16,4;0
261980501;21,0;1;14390;19700;27260;0,65;10930;13600;15240;17710;22380;25520;29420;35340;3,2;4,2;0,286;54,8;46,6;3,8;4,4;41,0;11,0;8,0;1,3;4,5;2,2;-14,8;0
261980502;38,0;1;11860;15980;22120;0,64;8680;10730;12680;14050;18400;20760;24390;31400;3,6;5,0;0,318;63,9;54,7;5,7;3,5;22,3;9,4;17,1;2,5;9,8;4,8;-12,7;0
262200101;19,0;1;15160;20130;26330;0,55;11900;14060;16030;18000;22050;24520;28160;35760;3,0;3,9;0,272;41,4;34,3;3,9;3,2;53,1;11,6;6,9;0,9;4,2;1,8;-13,0;0
262200102;17,0;1;15990;22170;29850;0,63;11360;14470;17130;19630;24690;27570;32640;40780;3,6;4,4;0,290;48,2;39,5;3,2;5,5;47,9;13,9;5,7;1,5;2,9;1,3;-15,7;0
262200103;21,0;2;14650;21300;27310;0,59;10250;13080;15810;18560;23240;25830;29140;34710;3,4;3,8;0,253;45,5;37,1;3,0;5,4;49,0;11,9;6,4;1,5;3,5;1,4;-12,8;0
262350101;20,0;1;15170;20530;27370;0,59;10960;13970;15950;18140;22970;25710;29440;35040;3,2;3,7;0,254;61,0;54,9;3,5;2,6;36,4;8,4;7,5;1,9;3,9;1,7;-13,3;0
262350102;48,0;1;11290;14120;18070;0,48;8710;10620;12050;13100;15270;16920;19130;22700;2,6;3,0;0,213;53,7;46,9;6,1;0,7;29,1;2,5;22,0;6,3;10,3;5,4;-7,3;0
262350103;16,0;1;16480;22140;28520;0,54;12480;15010;17740;19960;24350;27110;29890;34570;2,8;3,2;0,227;76,7;70,7;3,0;3,0;26,3;4,7;6,3;3,5;1,8;1,0;-14,0;0
262350104;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
262350105;13,0;2;17220;22470;29690;0,55;12880;15700;18340;20460;25090;27810;32240;38420;3,0;3,4;0,237;62,2;58,0;2,4;1,8;39,9;7,7;4,6;2,1;1,7;0,8;-14,4;0
262350106;11,0;2;17250;22310;28740;0,52;13310;16170;18420;20230;24660;27140;30380;36090;2,7;3,1;0,226;77,0;68,8;3,2;5,0;24,7;7,4;5,2;2,8;1,7;0,7;-14,3;0
262520101;17,0;2;15440;20460;25890;0,51;11810;14500;16290;18350;22410;24470;27240;31730;2,7;3,0;0,219;66,5;60,8;3,7;2,0;32,1;5,1;8,2;2,9;3,5;1,8;-11,9;0
262520102;11,0;2;17780;22470;28200;0,46;13710;16380;18740;20340;24530;26670;29850;34480;2,5;2,9;0,212;65,3;59,7;3,1;2,5;37,6;4,8;5,7;1,9;2,5;1,3;-13,4;0
262520103;13,0;1;17210;22390;27660;0,47;12930;15790;18320;20570;24320;26440;29180;34970;2,7;3,2;0,230;75,4;68,5;3,0;3,9;26,2;6,0;5,9;2,4;2,4;1,1;-13,5;0
262520104;15,0;1;16040;20750;25880;0,47;12630;14930;17130;19040;22600;24920;27200;32020;2,5;3,1;0,227;71,3;65,0;2,4;3,9;27,4;7,2;7,6;3,5;2,7;1,4;-13,5;0
262810101;30,0;1;12810;17310;22910;0,58;9300;11830;13810;15570;19480;21870;24450;31430;3,4;4,3;0,281;68,6;59,9;5,5;3,2;25,3;5,2;13,0;2,6;7,0;3,4;-12,1;0
262810102;26,0;1;13600;18750;24930;0,60;10230;12430;14710;16540;20630;22970;26440;32440;3,2;4,0;0,275;60,1;53,6;4,2;2,3;32,5;8,9;11,0;1,9;6,2;2,9;-12,5;0
262810201;15,0;2;16340;21430;26610;0,48;12680;15210;17400;19750;23180;25270;28180;32730;2,6;3,1;0,225;70,6;64,2;3,2;3,2;29,5;6,6;6,6;2,3;3,0;1,3;-13,3;0
262810202;20,0;1;14950;20140;26830;0,59;11160;13910;15840;18180;22470;25340;28560;33610;3,0;3,8;0,261;63,2;54,8;3,2;5,2;34,3;7,9;7,9;2,1;3,9;1,9;-13,3;0
262810203;13,0;2;17390;22830;28570;0,49;13220;16100;18670;20690;24660;27360;29890;34910;2,6;3,3;0,233;62,8;54,8;2,7;5,3;38,0;7,1;5,9;2,0;2,8;1,1;-13,8;0
262810204;10,0;1;18210;23670;30820;0,53;13810;17020;19340;21930;26150;29080;33060;40540;2,9;3,8;0,270;70,9;61,5;3,0;6,4;29,3;12,0;4,2;2,1;1,5;0,6;-16,4;0
262810301;7,0;1;18510;22770;28540;0,44;14940;17310;19320;21070;24580;26870;30480;36720;2,5;3,0;0,221;60,9;55,5;1,9;3,5;43,3;7,0;3,7;1,7;1,5;0,5;-14,9;0
262810302;18,0;1;15540;20860;26620;0,53;11440;14380;16650;18910;22820;25330;28450;34320;3,0;3,6;0,250;69,0;60,7;4,2;4,1;31,5;5,9;7,7;2,2;3,8;1,7;-14,1;0
262810401;15,0;1;16500;21400;27380;0,51;12290;15230;17390;19390;23810;26210;29240;34690;2,8;3,5;0,247;72,0;64,6;2,9;4,5;27,2;8,2;6,9;2,8;2,9;1,2;-14,3;0
262810402;16,0;1;16280;21360;27740;0,54;12260;15150;17590;19380;23980;26330;29870;37110;3,0;3,8;0,262;65,8;58,6;3,3;3,9;35,7;7,9;5,5;2,4;2,2;0,9;-14,9;0
262810403;21,0;1;14580;19970;27270;0,64;11230;13690;15800;17730;22120;25370;29340;37510;3,3;4,1;0,286;54,6;46,4;2,7;5,5;44,0;9,3;7,1;1,8;3,6;1,7;-15,0;0
262810501;61,0;2;10290;12650;16150;0,46;8220;9780;10930;11840;13820;15230;17080;20620;2,5;3,5;0,251;52,8;45,0;6,4;1,4;23,0;3,9;28,4;8,0;14,0;6,4;-8,1;0
262810502;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
263240101;23,0;1;14490;20060;26300;0,59;10630;13240;15390;17790;22270;24870;28340;35230;3,3;3,9;0,267;64,0;55,7;4,6;3,7;34,5;7,0;8,6;2,9;3,6;2,1;-14,1;0
263240102;9,0;1;19650;25810;32920;0,51;14330;17790;21120;23310;28100;31300;35030;41540;2,9;3,4;0,238;75,0;68,1;2,1;4,8;28,9;8,3;4,1;1,8;1,6;0,7;-16,3;0
263240103;11,0;1;18530;25130;32650;0,56;13540;16630;20200;22850;27740;30490;34930;42560;3,1;3,6;0,250;70,3;64,5;2,3;3,5;35,0;6,8;4,4;1,8;1,7;0,9;-16,5;0
263470101;19,0;1;15620;21250;27650;0,57;11610;14240;16660;19150;23530;26340;29750;36690;3,2;3,9;0,267;71,0;62,3;3,8;4,9;28,3;8,5;6,5;1,9;3,0;1,6;-14,3;0
263470102;12,0;1;17920;23260;30000;0,52;13280;16610;19000;21240;25640;28370;31460;37590;2,8;3,5;0,252;72,7;66,5;2,8;3,4;28,1;10,4;4,7;2,0;1,8;0,9;-15,9;0
263620101;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
263620102;23,0;1;14170;20040;28960;0,74;10030;12920;15290;17370;23030;26710;31060;41900;4,2;5,2;0,327;77,4;66,5;5,3;5,6;20,5;10,3;8,8;1,5;4,7;2,6;-17,0;0
263620103;26,0;1;13540;19180;26990;0,70;9390;12470;14760;16860;21790;25320;29020;36520;3,9;5,2;0,311;72,7;63,2;4,6;4,9;24,5;9,0;10,0;1,5;5,4;3,1;-16,2;0
263620104;17,0;1;16050;22770;31460;0,68;11670;14660;17440;20180;25500;29160;34330;44790;3,8;5,8;0,360;68,0;59,6;3,5;4,9;27,2;20,3;5,9;1,3;2,9;1,7;-21,4;0
263620201;53,0;2;11000;13670;17170;0,45;8970;10490;11690;12710;14710;16020;18670;21810;2,4;2,9;0,208;57,2;49,9;6,5;0,8;21,4;1,8;26,5;7,0;12,8;6,7;-6,9;0
263620202;18,0;1;16000;21960;28870;0,59;11200;14660;17500;19960;24650;27300;30350;36590;3,3;3,9;0,262;73,0;65,0;3,6;4,4;27,3;7,8;6,6;2,4;2,8;1,4;-14,7;0
263620203;25,0;2;13820;18970;25280;0,60;11270;12920;14580;16880;21160;24170;26920;32520;2,9;3,3;0,240;62,9;55,5;4,5;2,9;31,7;4,6;12,5;4,9;4,9;2,7;-11,7;0
263620301;14,0;1;17010;22110;28370;0,51;12390;15420;18070;19950;24290;26600;30290;35340;2,9;3,5;0,244;65,9;58,9;3,1;3,9;36,3;6,8;5,6;2,5;2,1;1,0;-14,6;0
263620302;15,0;1;15910;21600;28720;0,59;11910;14720;17000;19500;24190;26770;30660;37010;3,1;3,8;0,265;73,7;66,2;3,6;3,9;27,4;8,1;6,5;1,6;3,2;1,7;-15,7;0
263620303;17,0;1;16350;22490;30870;0,65;11580;14770;17480;19970;25370;28830;33080;42480;3,7;4,8;0,310;78,3;67,6;4,1;6,6;24,8;8,8;6,1;1,2;3,1;1,8;-18,0;0
263620304;14,0;1;17560;22930;29750;0,53;12590;16060;18980;21120;25390;28210;32090;38590;3,1;3,7;0,250;75,9;67,6;3,4;4,9;27,5;6,5;5,5;1,7;2,5;1,3;-15,4;0
263620401;18,0;1;15510;21130;27990;0,59;11350;14490;16390;18630;23490;26490;30670;37880;3,3;4,3;0,287;72,1;62,7;2,9;6,5;27,6;7,9;8,0;1,7;4,2;2,1;-15,6;0
263620402;8,0;1;19410;25250;32320;0,51;14630;18000;20540;22840;27480;30280;35210;44790;3,1;4,3;0,300;66,1;58,7;2,4;5,0;34,2;15,0;3,1;1,0;1,5;0,6;-18,4;0
263620403;17,0;1;16130;21720;29520;0,62;12100;14720;17640;19780;24260;27330;31490;38910;3,2;4,0;0,268;72,5;64,1;3,3;5,1;29,5;6,9;6,1;1,9;2,8;1,4;-15,0;0
263620501;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
263620502;11,0;1;18940;25330;34610;0,62;13000;17060;20340;22940;28070;32180;37390;48720;3,7;4,8;0,312;65,1;57,0;2,7;5,4;37,1;14,7;3,0;0,9;1,4;0,7;-19,9;0
263620503;14,0;1;17040;22430;29300;0,55;12640;15580;18240;20420;25180;27900;31540;38710;3,1;4,0;0,274;66,4;59,6;3,1;3,7;34,1;10,8;5,4;1,6;2,5;1,3;-16,7;0
263620504;36,0;1;12270;16290;21950;0,59;9660;11530;12950;14450;18160;20520;23580;29140;3,0;3,4;0,250;62,1;54,7;5,2;2,2;29,1;4,9;15,1;3,8;7,7;3,6;-11,2;0
263620601;9,0;1;19340;25600;32900;0,53;14130;17490;20530;22980;27990;31310;35050;43100;3,0;3,8;0,264;72,5;63,4;2,3;6,8;31,5;9,6;4,1;1,8;1,6;0,7;-17,7;0
263620602;12,0;1;17990;23510;30610;0,54;13020;16500;19370;21610;25810;28820;32590;40980;3,1;4,1;0,281;70,8;62,7;2,9;5,2;30,3;11,3;4,7;1,9;1,9;0,9;-17,1;0
263620701;43,0;2;11680;14890;19460;0,52;9460;11010;12360;13590;16370;18390;20840;24430;2,6;3,0;0,220;52,3;46,5;4,9;0,9;33,3;3,5;19,1;7,2;7,6;4,3;-8,2;0
263620702;33,0;1;12730;16580;22180;0,57;10030;11990;13420;14790;18480;20820;24050;29350;2,9;3,3;0,241;63,8;56,5;4,8;2,5;26,5;5,4;15,7;5,4;7,0;3,3;-11,4;0
263620801;24,0;1;14100;19610;25160;0,56;10410;13200;14890;17430;21540;24060;26590;30320;2,9;3,3;0,231;70,0;63,3;4,4;2,3;27,1;3,9;10,5;4,0;4,6;1,9;-11,5;0
263620802;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
263620803;53,0;2;10770;13520;16560;0,43;8360;9970;11410;12500;14520;15900;17950;21120;2,5;3,1;0,221;52,6;44,8;6,6;1,2;22,4;1,7;29,7;9,7;12,9;7,1;-6,4;0
270160101;17,0;2;15670;21080;26240;0,50;12040;14910;16760;19080;22530;25230;27840;32920;2,7;3,2;0,223;55,1;48,3;3,3;3,5;42,3;6,7;8,1;2,1;4,2;1,8;-12,2;0
270160102;17,0;2;15530;20130;25410;0,49;12250;14530;16420;18370;21870;23670;27210;33930;2,8;3,5;0,252;65,5;56,5;2,9;6,1;32,2;7,6;9,2;2,4;5,0;1,8;-14,5;0
270160103;21,0;2;15140;20550;26560;0,56;11060;13740;15890;18190;22380;24740;27920;32880;3,0;3,3;0,240;65,9;60,0;3,1;2,8;31,4;6,1;9,4;3,1;4,4;1,9;-12,8;0
270160104;15,0;2;16310;21190;25750;0,45;12050;14860;17360;19270;22610;24870;26950;31540;2,6;3,0;0,211;74,7;66,4;4,3;4,0;26,2;3,3;8,6;3,6;3,6;1,4;-12,8;0
270560101;19,0;1;15030;20700;28390;0,65;11450;13960;16660;18830;23380;26360;30820;41100;3,6;4,4;0,294;61,5;52,9;2,2;6,4;36,0;8,9;8,9;1,0;5,6;2,3;-15,3;0
270560102;31,0;2;13210;18090;24240;0,61;9630;12180;13830;15640;19870;22680;26160;32010;3,3;4,2;0,282;53,0;48,2;3,3;1,5;40,1;5,6;13,4;2,6;7,8;3,0;-12,1;0
270560103;31,0;2;12760;17750;24480;0,66;9730;11630;13610;15660;20060;22910;26200;32790;3,4;4,0;0,274;54,9;49,8;2,8;2,3;38,9;3,5;14,8;3,1;8,4;3,3;-12,1;0
270560104;17,0;2;15980;21010;27550;0,55;12070;14570;17120;19020;23360;26030;29480;35660;3,0;3,8;0,268;54,3;47,6;2,0;4,7;44,3;8,6;7,1;1,2;4,3;1,6;-14,3;0
270560105;11,0;1;18420;24400;31730;0,55;13330;16930;19530;22170;26900;29800;33480;40270;3,0;3,8;0,263;65,2;57,5;1,6;6,1;38,0;8,9;4,6;1,3;2,3;1,0;-16,7;0
272290101;17,0;2;15320;21170;27560;0,58;11790;14550;16410;19150;23190;26060;28820;34790;3,0;4,0;0,278;69,3;60,2;2,6;6,5;30,9;9,2;7,7;1,9;4,0;1,8;-17,1;0
272290102;16,0;1;15780;22290;30290;0,65;11720;14590;17500;20260;25080;28490;32840;43590;3,7;4,9;0,309;79,5;71,2;2,7;5,6;23,9;8,6;6,9;1,4;3,9;1,6;-18,9;0
272290103;11,0;1;18410;25640;34910;0,64;13170;17090;19940;22940;29030;32220;38800;48630;3,7;4,7;0,307;69,2;61,7;2,2;5,3;35,9;11,1;3,8;0,9;2,0;0,9;-20,0;0
272290201;7,0;2;20100;24270;31440;0,47;14580;18180;21100;22530;26430;29200;34160;41830;2,9;3,5;0,249;66,8;59,5;2,2;5,1;38,5;7,1;3,8;1,2;1,9;0,7;-16,2;0
272290202;13,0;1;17790;24710;31300;0,55;12690;16260;19030;21530;27270;29570;33110;40680;3,2;3,7;0,252;74,8;67,7;2,4;4,7;30,0;5,4;6,3;2,4;2,7;1,2;-16,5;0
272290203;15,0;2;17050;23100;30090;0,56;12290;15740;18730;21020;25210;28180;32410;39610;3,2;4,5;0,301;72,7;65,6;2,9;4,2;28,4;9,9;5,9;1,9;2,9;1,1;-16,9;0
272290301;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
272290302;18,0;1;15330;21080;27840;0,59;11330;14120;16600;19020;23480;26080;29730;35540;3,1;3,8;0,260;76,0;70,4;3,0;2,6;26,2;4,5;8,3;2,3;4,1;1,9;-15,0;0
272290303;23,0;1;14270;18970;24310;0,53;10950;13390;15130;16760;20840;23020;25870;31650;2,9;3,5;0,247;69,3;63,5;3,5;2,3;27,6;4,3;11,8;3,5;5,8;2,5;-13,0;0
272290401;35,0;2;12500;16740;22770;0,61;9640;11780;13340;14840;18960;21560;24700;29640;3,1;3,6;0,253;62,4;s;s;s;28,6;4,0;15,5;4,0;8,2;3,3;-10,5;0
272290402;49,0;2;10750;14030;19090;0,59;7990;9980;11150;12510;15670;18060;20550;25040;3,1;3,8;0,255;63,3;57,0;5,0;1,3;19,0;2,2;24,2;4,8;14,0;5,4;-8,7;0
272290403;35,0;2;12490;16630;21920;0,57;10130;11780;13250;14720;18430;20590;23700;27560;2,7;3,2;0,234;68,3;60,9;4,9;2,5;22,0;1,7;18,4;7,3;7,7;3,4;-10,4;0
272290405;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
272290501;53,0;2;10250;13530;18040;0,58;8200;9770;10830;12520;14930;17010;19470;23410;2,9;3,4;0,243;52,1;46,2;5,1;0,8;23,6;1,9;29,8;8,0;15,4;6,4;-7,4;0
272290502;25,0;1;13780;18970;25770;0,63;9640;12710;15070;16930;21180;24030;27590;32340;3,4;4,3;0,283;73,1;65,7;3,8;3,6;24,4;5,3;11,0;2,6;5,8;2,6;-13,8;0
272290503;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
272290601;61,0;2;9710;12330;15770;0,49;7640;9220;10240;11340;13610;15170;16600;20150;2,6;3,1;0,223;51,4;s;s;s;19,9;1,8;33,5;10,9;15,3;7,3;-6,6;0
272290602;55,0;2;10410;13220;16850;0,49;8270;9780;10970;12420;14250;15840;17670;20620;2,5;3,0;0,215;51,4;s;s;s;19,6;0,9;34,3;8,2;18,6;7,5;-6,2;0
272290701;63,0;2;9850;12570;16140;0,50;7490;9310;10510;11560;13560;15010;17020;20380;2,7;3,1;0,222;51,0;s;s;s;19,2;1,0;35,0;10,2;17,2;7,6;-6,2;0
272290702;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
