IRIS;DISP_TP6021;DISP_INCERT21;DISP_Q121;DISP_MED21;DISP_Q321;DISP_EQ21;DISP_D121;DISP_D221;DISP_D321;DISP_D421;DISP_D621;DISP_D721;DISP_D821;DISP_D921;DISP_RD21;DISP_S80S2021;DISP_GI21;DISP_PACT21;DISP_PTSA21;DISP_PCHO21;DISP_PBEN21;DISP_PPEN21;DISP_PPAT21;DISP_PPSOC21;DISP_PPFAM21;DISP_PPMINI21;DISP_PPLOGT21;DISP_PIMPOT21;DISP_NOTE21
272290801;35,0;2;11670;17060;23450;0,69;8760;10820;12800;14870;19660;22230;25600;30480;3,5;4,1;0,267;62,5;57,0;4,1;1,4;30,4;3,2;14,8;4,4;7,4;3,0;-10,9;0
272290802;21,0;2;14870;20600;29540;0,71;10710;13690;16050;18080;23900;27510;32190;40390;3,8;4,5;0,299;71,0;63,7;2,7;4,6;29,6;7,1;8,0;2,8;3,5;1,7;-15,7;0
272290803;11,0;2;18100;22860;28610;0,46;13770;16700;19570;21140;25070;27120;30500;34960;2,5;2,8;0,205;56,6;52,6;2,4;1,6;47,9;4,4;5,1;1,5;2,7;0,9;-14,0;0
272290804;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
272290805;nd;so;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;so;so;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;so
272290901;nd;so;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;so;so;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;so
272290902;24,0;1;14070;18880;25500;0,61;10200;13160;14960;16980;21450;24020;27640;33610;3,3;4,3;0,294;68,2;59,7;3,5;5,0;27,3;7,1;12,1;3,4;6,0;2,7;-14,7;0
272290903;15,0;2;16060;21220;28750;0,60;11860;14880;17110;19510;23930;27030;31410;38300;3,2;4,3;0,293;67,0;58,3;2,4;6,3;33,1;9,3;6,2;1,4;3,3;1,5;-15,6;0
272290904;25,0;2;13850;19940;27150;0,67;9640;12560;15390;17410;22240;25430;29020;36580;3,8;4,3;0,280;73,4;64,9;3,6;4,9;23,5;4,1;13,0;3,6;6,6;2,8;-14,0;0
272750101;13,0;2;16160;20800;27240;0,53;12780;15380;17250;19050;23260;25540;29190;35870;2,8;3,5;0,250;73,3;65,9;4,2;3,2;29,0;4,9;6,9;2,7;3,0;1,2;-14,1;0
272750102;21,0;1;14750;19480;24590;0,51;11170;13660;15840;17720;21510;23590;26360;31560;2,8;3,4;0,243;70,6;64,5;4,0;2,1;28,5;4,4;9,2;3,1;4,2;1,9;-12,7;0
272750103;31,0;1;13030;17580;23540;0,60;9030;12170;13700;15670;19670;22030;25050;30730;3,4;4,2;0,271;62,2;56,0;4,7;1,5;31,9;4,0;13,2;3,8;6,7;2,7;-11,3;0
272840101;19,0;2;15010;20180;25380;0,51;11370;13980;16300;18550;22280;24530;27120;31950;2,8;3,2;0,226;66,8;61,0;3,8;2,0;31,2;3,9;10,3;3,1;5,1;2,1;-12,2;0
272840102;13,0;2;16420;21260;27270;0,51;12740;15660;17620;19530;23810;26330;28960;34600;2,7;3,1;0,223;69,1;63,3;2,9;2,9;33,3;3,5;7,3;2,2;3,8;1,3;-13,2;0
272840103;12,0;1;17480;22340;28270;0,48;13050;16130;18580;20350;24400;26730;29760;36310;2,8;3,2;0,228;72,0;67,0;2,4;2,6;31,6;4,4;6,0;2,6;2,4;1,0;-14,0;0
272840104;24,0;1;13960;18550;24370;0,56;10560;12990;15080;16750;20520;22860;26060;30480;2,9;3,6;0,253;64,5;58,2;4,3;2,0;33,2;5,2;10,3;2,9;5,2;2,2;-13,2;0
272840105;20,0;1;15320;20390;26180;0,53;11420;13810;16620;18480;22720;25090;27730;32350;2,8;3,2;0,229;65,2;59,7;3,6;1,9;35,1;3,7;8,6;2,8;4,1;1,7;-12,6;0
273750101;24,0;1;14160;19800;27100;0,65;10520;13060;15140;17730;21990;24950;29170;35110;3,3;4,4;0,293;74,2;65,4;3,9;4,9;24,8;6,8;10,0;1,7;5,5;2,8;-15,8;0
273750102;18,0;1;16080;21490;28760;0,59;11580;14510;17080;19290;23830;27300;31130;38680;3,3;4,0;0,268;67,5;60,1;2,6;4,8;34,3;5,7;7,4;1,7;3,9;1,8;-14,9;0
273750103;27,0;2;13660;19020;24890;0,59;10840;12680;14780;17360;21080;23410;26990;31400;2,9;3,7;0,262;70,9;65,3;4,0;1,6;26,4;5,3;10,8;3,2;5,1;2,5;-13,4;0
273750104;45,0;2;11420;14430;18780;0,51;8970;10760;12080;13240;15920;17650;20140;23930;2,7;3,1;0,224;56,8;49,8;5,4;1,6;24,1;1,7;24,8;5,9;13,1;5,8;-7,4;0
273750105;21,0;2;14460;21080;27340;0,61;11020;13670;15800;18560;23470;25790;29860;36220;3,3;3,6;0,249;65,8;59,9;3,1;2,8;33,7;5,1;9,1;2,3;4,8;2,0;-13,7;0
273750106;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
273750107;33,0;2;12900;17400;23220;0,59;9440;11960;13490;15460;19460;21710;25290;29870;3,2;3,8;0,264;67,5;62,0;3,4;2,1;25,2;3,4;15,5;4,1;8,1;3,3;-11,6;0
273750108;29,0;2;13090;17850;22530;0,53;9940;12040;13950;15770;19580;21650;24010;29300;2,9;3,3;0,236;65,1;59,8;4,6;0,7;26,7;3,8;15,4;4,0;8,1;3,3;-11,0;0
273750109;16,0;1;16840;23150;28960;0,52;12060;15240;18460;20620;25370;27130;30950;36490;3,0;3,5;0,238;74,7;69,2;2,6;2,9;29,8;4,4;6,5;2,4;2,9;1,2;-15,4;0
273750110;11,0;2;18800;23180;28740;0,43;12850;17250;19920;21690;25450;27360;30430;36730;2,9;3,2;0,220;70,9;66,8;2,2;1,9;31,4;7,5;5,4;2,5;2,1;0,8;-15,2;0
274670101;26,0;1;13700;18160;22980;0,51;10580;12960;14760;16390;19790;21510;24790;29560;2,8;3,1;0,225;57,1;52,0;3,5;1,6;35,4;3,9;13,8;2,6;8,0;3,2;-10,2;0
274670102;25,0;1;13920;18270;24030;0,55;10390;12990;14700;16560;20280;22670;26130;32470;3,1;3,8;0,263;58,6;51,4;3,5;3,7;35,2;6,7;11,9;1,3;7,5;3,1;-12,4;0
274670103;33,0;2;12570;15950;20860;0,52;10090;11720;13490;14750;17560;20000;22180;26740;2,7;2,9;0,216;54,5;48,7;4,4;1,4;31,3;2,6;20,3;4,8;10,5;5,0;-8,7;0
274670104;11,0;1;17490;22530;29620;0,54;13630;16180;18370;20480;24480;26930;31270;37530;2,8;3,7;0,259;66,5;59,4;2,1;5,0;36,0;8,3;5,3;1,3;2,9;1,1;-16,1;0
274670201;13,0;2;17120;21890;28030;0,50;12660;15930;18320;19870;23990;26670;30300;36150;2,9;3,3;0,236;61,5;54,1;2,6;4,8;39,2;6,3;6,4;2,3;2,9;1,2;-13,4;0
276790101;17,0;1;15500;21210;29100;0,64;12010;14670;16690;18970;23850;27270;32090;40490;3,4;4,3;0,294;57,9;48,9;2,2;6,8;41,8;9,7;6,6;1,4;3,6;1,6;-16,0;0
276790102;39,0;2;11550;15410;19890;0,54;8910;10810;12520;13900;16730;18580;21460;24680;2,8;3,7;0,266;47,5;s;s;s;35,8;5,7;20,7;3,8;12,1;4,8;-9,7;0
276790103;13,0;1;16600;21330;26810;0,48;12990;15750;17420;19410;23180;25050;28750;33270;2,6;3,1;0,224;63,8;56,6;2,6;4,6;35,7;6,5;7,2;2,8;3,2;1,2;-13,2;0
276790201;19,0;2;15510;21200;26890;0,54;11320;14730;17010;19140;22980;25780;27820;30750;2,7;3,1;0,220;64,7;57,4;3,3;4,0;35,5;5,7;6,9;2,4;3,3;1,2;-12,8;0
276810101;7,0;1;20160;26790;35390;0,57;15480;18590;21480;23750;29740;32750;38190;46560;3,0;3,6;0,256;76,6;69,7;3,3;3,6;30,8;6,8;3,9;1,7;1,5;0,7;-18,1;0
276810102;15,0;1;17350;25420;35360;0,71;11960;15490;18910;21730;28880;33220;38540;47230;3,9;4,9;0,302;72,0;65,0;2,8;4,2;33,5;8,8;4,3;1,0;2,3;1,0;-18,6;0
276810103;21,0;2;14880;21740;32880;0,83;10400;13470;16000;19350;25960;29780;36440;46570;4,5;5,5;0,339;68,3;58,5;2,5;7,3;34,1;9,2;7,5;2,5;3,5;1,5;-19,1;0
276810104;19,0;1;15320;22490;30900;0,69;10640;14140;16660;19600;25600;29100;32790;40040;3,8;4,4;0,282;69,8;63,0;3,0;3,8;33,5;6,1;6,8;2,3;3,2;1,3;-16,2;0
276810105;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
276810106;45,0;2;11030;14740;19490;0,57;9220;10500;11870;13050;16280;18170;20820;24880;2,7;3,2;0,235;65,1;58,7;5,1;1,3;20,8;2,1;21,0;7,7;9,0;4,3;-9,0;0
276810107;25,0;2;13610;19250;26040;0,65;10410;12690;14670;16960;21750;24450;27770;32590;3,1;3,7;0,257;78,7;70,9;4,5;3,3;18,7;3,0;12,5;5,1;5,3;2,1;-12,9;0
276810108;16,0;1;16650;22560;30560;0,62;12000;15200;17810;20290;25020;28530;32970;41210;3,4;4,3;0,282;76,0;67,8;3,1;5,1;28,9;6,6;5,8;1,5;3,1;1,2;-17,3;0
276810109;19,0;1;15600;21550;28580;0,60;11160;14060;16800;19020;23840;26530;30780;38230;3,4;4,0;0,268;70,6;65,2;3,0;2,4;31,9;5,7;7,2;2,0;3,8;1,4;-15,4;0
276810110;27,0;1;13340;19220;25740;0,65;9670;12230;14420;16560;21550;24450;27400;33410;3,5;4,0;0,267;71,9;64,6;4,4;2,9;24,6;4,3;12,1;3,5;6,1;2,5;-12,9;0
277010101;29,0;1;13220;17850;24000;0,60;10160;12310;14180;15760;20000;22710;25400;30200;3,0;3,5;0,245;71,8;65,7;4,5;1,6;22,0;2,5;14,9;5,1;6,6;3,2;-11,2;0
277010102;41,0;2;11790;15510;20470;0,56;8970;10830;12410;13820;17010;19260;21930;25760;2,9;3,2;0,231;65,8;59,8;5,5;0,5;19,1;1,8;22,1;7,5;9,9;4,7;-8,8;0
277010103;37,0;2;12360;15590;20660;0,53;9820;11670;12840;14220;17480;19680;21990;25920;2,6;3,1;0,225;71,3;65,7;4,9;0,7;13,5;1,7;22,7;8,0;9,9;4,8;-9,2;0
277010104;20,0;1;14520;18820;24490;0,53;11850;13770;15340;17250;20640;23000;25760;29960;2,5;3,0;0,217;77,0;72,1;4,1;0,8;20,5;2,3;12,0;5,5;4,4;2,1;-11,8;0
280850101;43,0;2;11140;14550;19180;0,55;8420;10480;11720;13290;15990;17820;20230;23690;2,8;3,4;0,238;56,9;48,4;6,0;2,5;26,2;1,7;23,2;6,7;11,4;5,1;-8,0;0
280850102;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
280850201;9,0;1;21210;30290;43840;0,75;14060;18810;23190;26670;35210;40490;47410;65050;4,6;6,3;0,364;71,5;59,7;2,2;9,6;30,1;21,2;2,5;0,7;1,1;0,7;-25,3;0
280850202;13,0;1;17910;23720;31650;0,58;12650;16770;19040;21090;26390;29220;34370;43210;3,4;5,7;0,369;66,1;60,3;2,3;3,5;25,0;21,8;4,5;1,1;2,5;0,9;-17,4;0
280850203;11,0;1;19180;25500;32900;0,54;13460;17480;20570;22890;27750;31060;35130;42490;3,2;4,0;0,276;65,4;57,8;2,1;5,5;38,1;10,4;3,5;1,2;1,6;0,7;-17,4;0
280850301;12,0;1;18060;25600;36360;0,71;12730;16290;19370;22250;28940;33830;39200;48990;3,8;5,6;0,335;77,7;65,6;2,6;9,5;28,4;12,5;3,6;0,7;1,9;1,0;-22,2;0
280850302;14,0;1;18330;24860;34440;0,65;11410;16530;19660;22230;27910;31800;37750;47730;4,2;5,3;0,319;81,2;68,6;3,0;9,6;26,7;9,4;4,0;0,8;2,2;1,0;-21,3;0
280850401;16,0;1;16130;21730;28420;0,57;12040;14840;17320;19420;24030;27170;30230;37760;3,1;4,2;0,285;77,4;70,9;3,2;3,3;23,5;8,0;7,2;2,7;3,0;1,5;-16,1;0
280850501;18,0;1;15640;21500;28190;0,58;11750;14400;16680;19260;23660;26550;30190;35560;3,0;3,8;0,255;71,0;65,8;3,0;2,2;30,7;5,6;7,0;2,3;3,3;1,4;-14,3;0
280850502;23,0;2;14520;21070;28860;0,68;10900;13210;16120;18720;24190;27230;30300;35400;3,2;3,7;0,255;71,2;65,2;3,8;2,2;30,5;4,2;7,8;3,1;3,2;1,5;-13,7;0
280850601;12,0;1;17920;24870;33970;0,65;13040;16460;19390;21750;28230;31730;35900;46430;3,6;4,4;0,288;71,1;62,3;2,6;6,2;33,9;9,6;4,3;1,1;2,1;1,1;-18,9;0
280850701;41,0;2;11830;15380;19790;0,52;9220;11050;12310;13570;16920;18720;20940;23960;2,6;2,9;0,211;62,5;56,0;5,9;0,6;24,6;1,2;19,9;5,5;10,1;4,3;-8,2;0
280850702;13,0;2;17050;23440;28720;0,50;12610;15780;18880;21180;25310;27650;30190;35060;2,8;3,2;0,219;64,5;60,9;2,7;0,9;38,8;4,9;5,8;2,8;2,0;1,0;-14,0;0
280850703;27,0;2;13520;17450;23170;0,55;11110;12660;14550;15700;19110;21510;24640;27900;2,5;2,8;0,207;64,2;59,4;4,0;0,8;31,6;2,3;11,9;4,3;5,5;2,1;-10,0;0
280850801;9,0;2;18730;23470;28890;0,43;14440;17270;20050;21680;25250;27580;30240;35510;2,5;2,9;0,210;75,5;71,3;2,4;1,8;30,0;4,7;4,4;1,6;2,0;0,8;-14,6;0
280850802;8,0;1;19650;25940;33900;0,55;14580;17890;20970;23310;28670;31850;36130;44600;3,1;3,8;0,263;82,9;73,6;2,5;6,8;24,3;7,1;4,0;1,5;1,6;0,9;-18,3;0
280880101;9,0;2;17880;22660;28360;0,46;13910;16800;18840;20780;24780;27050;29860;35740;2,6;3,1;0,223;64,3;59,1;1,8;3,4;38,7;7,3;4,6;2,0;1,9;0,7;-14,9;0
280880102;15,0;1;16650;21700;28500;0,55;12090;15340;17900;19790;24000;26420;31060;37720;3,1;4,2;0,279;60,5;51,5;2,4;6,6;40,1;10,5;5,0;1,3;2,6;1,1;-16,1;0
280880103;24,0;1;14010;19340;24740;0,56;10430;12970;15290;17240;21040;23190;26400;30780;3,0;3,7;0,254;51,3;44,6;2,6;4,1;44,9;6,6;9,2;3,0;4,3;1,9;-12,0;0
280880201;49,0;1;10620;13980;18870;0,59;8090;9870;11260;12630;15380;17670;20150;23640;2,9;3,4;0,237;48,9;43,4;4,6;0,9;34,5;2,5;21,9;6,5;10,4;5,0;-7,8;0
280880202;29,0;2;13530;18610;23860;0,55;9870;12340;14190;16570;20630;22450;25340;29600;3,0;3,5;0,248;59,5;53,9;3,4;2,2;35,5;4,1;12,0;4,3;5,2;2,5;-11,1;0
281340101;17,0;2;15520;21070;25580;0,48;11820;14660;16570;19330;22760;24510;26960;32080;2,7;3,2;0,224;69,3;62,5;4,5;2,3;29,9;2,9;9,6;3,3;4,9;1,4;-11,7;0
281340102;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
281340201;19,0;2;15240;20170;24910;0,48;11730;14190;16500;18100;21700;23520;26580;30900;2,6;3,0;0,211;68,1;63,9;2,8;1,4;32,4;2,7;8,5;4,1;3,2;1,2;-11,7;0
281340202;45,0;2;11360;14800;20410;0,61;8750;10430;12210;13280;16880;18960;21600;25640;2,9;3,4;0,242;64,2;s;s;s;21,3;2,2;21,2;7,0;9,6;4,6;-8,9;0
281340203;25,0;2;13870;18890;23660;0,52;10600;12930;15340;17370;20570;22610;25110;28400;2,7;3,1;0,216;78,4;72,7;4,4;1,3;22,4;2,5;8,8;3,3;3,8;1,7;-12,1;0
281340204;31,0;2;12780;17520;23740;0,63;9470;11700;13600;15650;19200;21780;25640;30570;3,2;3,9;0,267;68,9;61,6;5,1;2,2;25,0;3,7;13,7;4,2;6,8;2,7;-11,3;0
281340301;17,0;2;16760;22330;27420;0,48;11090;14610;18320;20490;24200;26210;29630;35250;3,2;3,7;0,239;69,1;62,9;3,1;3,1;33,4;5,7;5,7;2,4;2,4;0,9;-13,9;0
281340302;17,0;1;15880;22930;33420;0,77;10890;14790;17460;20130;26450;30240;37810;51580;4,7;6,4;0,368;82,0;65,7;2,3;14,0;21,5;12,6;5,6;1,7;2,5;1,4;-21,7;0
281340303;14,0;1;16360;22170;29410;0,59;12330;15240;17650;19650;24780;27500;31250;38090;3,1;3,9;0,270;67,5;60,9;2,5;4,1;35,1;8,2;5,5;1,8;2,6;1,1;-16,3;0
281340401;23,0;2;14380;18880;24330;0,53;11140;13340;15250;17040;20630;22670;25490;28880;2,6;3,1;0,224;68,5;62,8;3,9;1,8;28,5;2,8;10,9;5,5;4,0;1,4;-10,7;0
281340402;23,0;2;14690;19550;25170;0,54;10460;13260;15440;17720;21720;23770;26370;31730;3,0;3,6;0,250;74,6;66,7;3,7;4,2;25,1;4,0;9,0;4,4;3,3;1,3;-12,7;0
281340501;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
281340502;59,0;2;10180;12750;16310;0,48;8330;9630;10850;11740;13920;15370;17370;20300;2,4;2,8;0,208;57,3;49,7;6,6;1,0;16,3;0,8;32,3;12,3;13,1;6,9;-6,7;0
281340503;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
281340504;46,0;1;10890;14300;19450;0,60;8500;10330;11580;13080;16080;18400;20810;24420;2,9;3,2;0,228;62,4;55,1;6,2;1,1;20,4;1,8;23,5;6,8;11,8;4,9;-8,1;0
282180101;41,0;1;11740;15080;20440;0,58;8940;10760;12370;13610;17250;19340;21830;25340;2,8;3,2;0,230;61,3;55,4;5,1;0,8;26,4;2,3;18,8;5,3;9,5;4,0;-8,8;0
282180102;19,0;2;15380;20320;25330;0,49;11180;14180;16480;18100;22360;24240;27470;33700;3,0;3,6;0,245;78,0;72,3;3,3;2,4;22,6;4,3;8,4;2,7;4,0;1,7;-13,3;0
282180201;18,0;1;15450;19860;24520;0,46;11140;14360;16560;18290;21440;23470;26310;30920;2,8;3,1;0,213;71,7;66,4;3,8;1,5;29,8;3,1;7,6;1,8;4,1;1,7;-12,2;0
282180301;39,0;2;12070;15220;19200;0,47;9240;11270;12640;13920;16830;18260;20360;23730;2,6;2,9;0,208;60,8;s;s;s;24,4;1,5;21,1;6,5;9,5;5,1;-7,8;0
282180302;9,0;1;18850;23620;28280;0,40;14300;17970;19970;21820;25420;27290;29470;35170;2,5;2,7;0,195;54,0;50,1;2,3;1,6;51,3;4,3;4,1;1,8;1,6;0,7;-13,7;0
282180401;15,0;1;16450;22150;27980;0,52;12040;15100;17580;19920;24310;26500;29530;34440;2,9;3,2;0,226;63,6;58,3;2,8;2,5;38,8;4,2;6,5;2,2;3,0;1,3;-13,1;0
282200101;11,0;2;18470;23490;29850;0,48;13710;17410;19560;21610;25740;28490;32070;38510;2,8;3,6;0,251;66,9;59,4;2,0;5,5;36,3;8,5;4,8;1,7;2,1;1,0;-16,5;0
282200102;11,0;2;18050;23140;30030;0,52;13620;16810;18950;21150;25600;28180;31990;37460;2,8;3,5;0,249;70,2;62,5;2,3;5,4;32,5;7,3;5,4;2,4;2,0;1,0;-15,4;0
282200103;5,0;1;22520;28490;37000;0,51;17050;21010;23590;25990;31120;34420;39470;52910;3,1;4,3;0,303;68,2;58,7;1,7;7,8;33,6;16,9;1,9;0,8;0,7;0,4;-20,6;0
282290101;16,0;1;16300;22380;28710;0,55;12110;14800;17750;19900;24680;27200;30930;36170;3,0;3,7;0,250;76,6;70,1;2,8;3,7;28,4;4,4;5,9;1,7;2,9;1,3;-15,3;0
282290102;13,0;2;17110;22180;28660;0,52;12650;15680;18210;20300;24760;27320;30590;35040;2,8;3,3;0,229;61,6;57,4;2,4;1,8;40,7;5,7;5,3;2,0;2,2;1,1;-13,3;0
282290201;45,0;2;11640;14830;20390;0,59;8210;10400;12120;13360;16660;19030;22220;26610;3,2;3,8;0,263;64,2;57,9;4,7;1,6;20,3;4,0;21,1;6,4;10,4;4,3;-9,6;0
282290202;37,0;2;11940;15760;20790;0,56;8990;11220;12600;14180;17790;19430;22350;27130;3,0;3,5;0,251;63,1;s;s;s;22,3;3,7;20,2;6,6;9,1;4,5;-9,3;0
282290301;11,0;1;18360;24120;29890;0,48;13640;17490;19480;21810;26410;28500;31770;37750;2,8;3,1;0,223;76,6;71,6;2,4;2,6;28,7;5,0;5,2;2,6;1,7;0,9;-15,5;0
282800101;16,0;1;16230;21750;28080;0,55;11770;15110;17550;19790;23930;26640;30120;36510;3,1;3,8;0,264;61,6;53,1;2,4;6,1;37,7;9,4;6,3;1,5;3,3;1,5;-15,0;0
282800102;9,0;1;18970;23160;28080;0,39;14160;17930;19870;21660;24890;26770;29340;33620;2,4;2,7;0,192;50,7;44,9;2,0;3,8;51,5;6,7;4,2;1,5;1,9;0,8;-13,1;0
282800103;17,0;2;15960;21570;27080;0,52;11800;14470;17250;19390;23580;25540;29090;35400;3,0;3,7;0,256;63,8;55,6;2,3;5,9;37,3;7,2;6,7;2,3;3,0;1,4;-15,0;0
282800104;39,0;2;11890;15690;22320;0,66;8930;10840;12330;13990;18320;21030;23870;28080;3,1;3,8;0,264;53,3;47,4;3,7;2,2;35,3;3,6;18,0;4,1;9,7;4,2;-10,2;0
282800105;19,0;2;14960;20350;24860;0,49;11030;13880;15990;18180;21510;23520;26070;29310;2,7;3,1;0,213;52,0;46,9;3,0;2,1;46,6;5,4;7,2;2,1;3,7;1,4;-11,2;0
284040101;55,0;2;10210;13290;17020;0,51;7590;9480;10710;12000;14400;16130;17990;20990;2,8;3,2;0,227;52,9;s;s;s;21,5;1,2;30,7;8,0;15,6;7,1;-6,3;0
284040102;23,0;2;14300;20000;25410;0,56;11170;13280;15610;17620;22000;24080;26710;30490;2,7;3,4;0,236;61,3;57,2;3,2;0,9;36,6;4,6;8,6;3,8;3,5;1,3;-11,1;0
284040103;16,0;1;16270;21230;27040;0,51;11760;14910;17350;19350;23190;25300;28690;33340;2,8;3,3;0,232;68,0;62,5;2,6;2,9;31,7;5,4;7,8;4,2;2,4;1,2;-12,9;0
284040104;15,0;1;16230;21390;26950;0,50;12410;15030;17510;19500;23290;25640;28510;33040;2,7;3,3;0,238;68,7;62,9;3,5;2,3;29,9;8,5;6,6;3,3;2,3;1,0;-13,7;0
284040105;37,0;2;12490;16100;21270;0,54;9930;11650;12920;14150;17710;20250;22910;26200;2,6;3,0;0,224;66,8;59,1;6,1;1,6;21,4;2,6;18,4;8,4;6,6;3,4;-9,2;0
284040106;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
290190102;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
290190103;7,0;2;19380;25390;32510;0,52;14920;18040;20440;23090;27890;31020;34290;41410;2,8;3,4;0,245;78,8;74,4;1,9;2,5;29,6;5,0;4,7;2,3;1,6;0,8;-18,1;0
290190104;5,0;2;19930;25230;32350;0,49;15600;18950;21020;23130;28180;30760;33970;39500;2,5;2,9;0,210;73,8;69,6;2,4;1,8;32,5;5,5;4,2;1,8;1,8;0,6;-16,0;0
290190105;31,0;2;12920;18510;25180;0,66;9840;11920;13730;16380;21140;23690;27090;33020;3,4;3,9;0,264;66,8;60,2;3,6;3,0;27,9;4,1;13,7;3,4;7,1;3,2;-12,5;0
290190106;6,0;1;20400;25750;32390;0,47;15950;19140;21320;23650;27790;30790;34340;42120;2,6;3,3;0,240;73,8;65,6;2,4;5,8;32,8;8,2;3,6;1,9;1,2;0,5;-18,4;0
290190107;11,0;1;17930;23030;29900;0,52;13180;16880;19110;20840;25390;27860;31960;38790;2,9;3,4;0,239;80,2;71,6;3,2;5,4;24,7;4,9;6,1;1,6;3,1;1,4;-15,9;0
290190108;13,0;1;16880;21530;28040;0,52;12690;15780;17780;19770;23710;26340;29420;34210;2,7;3,3;0,230;70,2;64,3;3,1;2,8;31,9;5,4;6,4;1,8;3,2;1,4;-13,9;0
290190109;19,0;2;14970;20110;26560;0,58;10910;14000;16520;18480;22680;24910;28600;33000;3,0;3,7;0,248;68,3;60,5;3,1;4,7;32,3;4,1;9,0;2,7;4,4;1,9;-13,7;0
290190110;41,0;1;11690;15240;20070;0,55;8750;10840;12540;13750;17330;18960;21090;25010;2,9;3,1;0,221;51,7;47,2;3,8;0,7;31,2;2,3;22,7;5,8;12,1;4,8;-7,9;0
290190112;10,0;1;18350;23060;29010;0,46;13920;17140;19650;21280;25380;27740;31240;36280;2,6;3,0;0,214;72,1;66,5;2,5;3,1;32,5;3,8;6,2;2,6;2,5;1,1;-14,6;0
290190113;15,0;2;17400;22760;29410;0,53;12610;15850;18450;20750;25360;28130;31650;36830;2,9;3,3;0,229;65,1;61,3;2,3;1,5;39,1;3,8;6,6;1,9;3,2;1,5;-14,6;0
290190114;9,0;2;19040;23590;29360;0,44;14050;17980;19860;21780;25550;27940;31140;36000;2,6;3,0;0,210;73,6;68,6;2,4;2,6;31,4;4,7;4,7;1,6;2,2;0,9;-14,4;0
290190115;27,0;1;13520;18070;23060;0,53;9820;12530;14190;16120;20040;21860;24550;28110;2,9;3,2;0,226;69,9;65,2;3,4;1,3;24,1;2,9;14,2;2,7;8,0;3,5;-11,1;0
290190116;31,0;1;13100;17780;23140;0,56;9280;11830;13730;15560;19630;21950;25350;30120;3,2;4,0;0,259;74,5;67,1;5,1;2,3;18,5;3,6;15,3;1,5;9,4;4,4;-11,9;0
290190117;16,0;1;16360;21070;27380;0,52;12250;15020;17530;19220;23420;26240;28560;33280;2,7;3,1;0,221;71,4;66,8;3,2;1,4;29,4;4,9;7,6;1,4;4,3;1,9;-13,3;0
290190118;49,0;2;11090;14030;19110;0,57;8490;10120;11740;12770;15940;18100;20830;26110;3,1;3,6;0,260;56,0;49,8;5,1;1,1;24,4;2,6;25,6;4,0;15,4;6,2;-8,6;0
290190119;21,0;1;15180;20690;27020;0,57;9410;13580;16320;18730;23120;25480;28870;34420;3,7;4,4;0,267;80,4;74,1;3,7;2,6;23,2;4,4;7,1;0,9;4,0;2,2;-15,1;0
290190120;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
290190121;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
290190122;9,0;1;19960;27200;37030;0,63;14460;18560;21640;24290;30450;34270;39720;49880;3,5;5,5;0,345;74,5;63,1;2,5;8,9;23,6;18,3;3,3;0,7;1,6;1,0;-19,7;0
290190123;9,0;2;20990;28570;37630;0,58;14450;19480;22530;25830;31600;35220;41070;52170;3,6;4,7;0,304;78,3;67,4;2,6;8,3;25,2;13,9;3,1;0,9;1,4;0,8;-20,5;0
